name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-03-29 02:00:00,67801,3182,62570
Guangdong,Mainland China,2020-03-29 03:00:00,1475,8,1349
Henan,Mainland China,2020-03-29 02:00:00,1276,22,1251
Zhejiang,Mainland China,2020-03-29 03:00:00,1254,1,1225
Hunan,Mainland China,2020-03-22 18:00:00,1018,4,1014
Anhui,Mainland China,2020-03-09 01:00:00,990,6,984
Jiangxi,Mainland China,2020-03-29 02:00:00,937,1,934
Shandong,Mainland China,2020-03-30 01:00:00,773,7,753
Jiangsu,Mainland China,2020-03-29 03:00:00,644,0,631
Chongqing,Mainland China,2020-03-29 01:00:00,579,6,570
Sichuan,Mainland China,2020-03-29 02:00:00,550,3,536
Beijing,Mainland China,2020-03-29 06:00:00,577,8,411
Heilongjiang,Mainland China,2020-03-26 01:00:00,484,13,469
Shanghai,Mainland China,2020-03-30 01:00:00,498,5,334
Hebei,Mainland China,2020-03-22 18:00:00,319,6,310
Hong Kong,Hong Kong,2020-03-29 10:00:00,641,4,112
Fujian,Mainland China,2020-03-29 01:00:00,338,1,295
Guangxi,Mainland China,2020-03-22 18:00:00,254,2,250
Shaanxi,Mainland China,2020-03-26 03:00:00,253,3,242
Yunnan,Mainland China,2020-03-27 00:00:00,180,2,172
Taiwan,Taiwan,2020-03-29 09:00:00,298,2,30
Hainan,Mainland China,2020-03-24 05:00:00,168,6,162
Guizhou,Mainland China,2020-03-17 02:00:00,146,2,144
Tianjin,Mainland China,2020-03-29 07:00:00,166,3,133
Gansu,Mainland China,2020-03-29 15:00:00,138,2,125
Shanxi,Mainland China,2020-03-29 01:00:00,136,0,133
Liaoning,Mainland China,2020-03-30 00:00:00,136,2,124
Jilin,Mainland China,2020-03-29 01:00:00,98,1,92
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-03-30 01:00:00,97,1,74
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
Macau,Macau,2020-03-28 16:00:00,37,0,10
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Xizang,Mainland China,2020-02-12 07:00:00,1,0,1
Republic of the Congo,Republic of the Congo,2020-03-29 16:00:00,19,0,0
Angola,Angola,2020-03-29 21:00:00,7,2,0
Benin,Benin,2020-03-26 17:00:00,6,0,0
Bahamas,Bahamas,2020-03-30 02:00:00,14,0,1
Belize,Belize,2020-03-26 17:00:00,2,0,0
Barbados,Barbados,2020-03-30 02:00:00,33,0,0
Central African Republic,Central African Republic,2020-03-26 17:00:00,3,0,0
Cabo Verde,Cabo Verde,2020-03-29 01:00:00,6,1,0
Djibouti,Djibouti,2020-03-29 21:00:00,18,0,0
Dominica,Dominica,2020-03-26 17:00:00,11,0,0
Eritrea,Eritrea,2020-03-29 21:00:00,12,0,0
Fiji,Fiji,2020-03-26 17:00:00,5,0,0
Gambia,Gambia,2020-03-29 21:00:00,4,1,0
Guinea-Bissau,Guinea-Bissau,2020-03-26 17:00:00,2,0,0
Equatorial Guinea,Equatorial Guinea,2020-03-26 22:00:00,12,0,0
Grenada,Grenada,2020-03-29 12:00:00,9,0,0
Haiti,Haiti,2020-03-29 12:00:00,15,0,0
Kyrgyzstan,Kyrgyzstan,2020-03-29 12:00:00,84,0,0
Saint Kitts and Nevis,Saint Kitts and Nevis,2020-03-26 17:00:00,2,0,0
Laos,Laos,2020-03-28 20:00:00,8,0,0
Liberia,Liberia,2020-03-26 17:00:00,3,0,0
Libya,Libya,2020-03-29 21:00:00,8,0,0
Madagascar,Madagascar,2020-03-29 12:00:00,39,0,0
Mali,Mali,2020-03-28 15:00:00,18,0,0
Montenegro,Montenegro,2020-03-29 16:00:00,85,1,0
Mozambique,Mozambique,2020-03-28 17:00:00,8,0,0
Mauritius,Mauritius,2020-03-29 16:00:00,107,2,0
Niger,Niger,2020-03-29 12:00:00,18,1,0
Nicaragua,Nicaragua,2020-03-28 12:00:00,4,1,0
Papua New Guinea,Papua New Guinea,2020-03-26 17:00:00,1,0,0
El Salvador,El Salvador,2020-03-29 12:00:00,24,0,0
Somalia,Somalia,2020-03-27 12:00:00,3,0,0
Kosovo,Kosovo,2020-03-30 02:00:00,94,1,1
Syria,Syria,2020-03-29 21:00:00,9,1,0
Chad,Chad,2020-03-26 17:00:00,3,0,0
Timor-Leste,Timor-Leste,2020-03-26 17:00:00,1,0,0
Tanzania,Tanzania,2020-03-28 20:00:00,14,0,1
Uganda,Uganda,2020-03-29 21:00:00,33,0,0
Zambia,Zambia,2020-03-29 16:00:00,29,0,0
Zimbabwe,Zimbabwe,2020-03-28 12:00:00,7,1,0
Italy,Italy,2020-03-29 21:00:00,97689,10779,13030
Spain,Spain,2020-03-30 02:00:00,80110,6803,14709
Iran,Iran,2020-03-29 12:00:00,38309,2640,12391
France,France,2020-03-29,40174,2606,7131
South Korea,South Korea,2020-03-29 12:00:00,9583,152,5033
Switzerland,Switzerland,2020-03-29 16:00:00,14829,300,1595
United Kingdom,United Kingdom,2020-03-29 16:00:00,19522,1228,135
Netherlands,Netherlands,2020-03-29 16:00:00,10866,771,3
Austria,Austria,2020-03-30 02:00:00,8788,86,479
Belgium,Belgium,2020-03-29 12:00:00,10836,431,1359
Norway,Norway,2020-03-30 02:00:00,4284,25,7
Portugal,Portugal,2020-03-29 12:00:00,5962,119,43
Sweden,Sweden,2020-03-29 16:00:00,3700,110,16
Australia,Australia,2020-03-30 02:00:00,3984,16,244
Denmark,Denmark,2020-03-29 12:00:00,2395,72,1
Malaysia,Malaysia,2020-03-29 12:00:00,2470,34,388
Israel,Israel,2020-03-29 21:00:00,4247,15,132
Turkey,Turkey,2020-03-29 21:00:00,9217,131,105
Czech Republic,Czech Republic,2020-03-30 02:00:00,2817,16,11
Japan,Japan,2020-03-29 21:00:00,1866,54,424
Ireland,Ireland,2020-03-29 21:00:00,2615,46,5
Pakistan,Pakistan,2020-03-29 21:00:00,1597,14,29
Luxembourg,Luxembourg,2020-03-29 21:00:00,1950,21,40
Ecuador,Ecuador,2020-03-30 02:00:00,1924,58,3
Thailand,Thailand,2020-03-29 12:00:00,1388,7,97
Finland,Finland,2020-03-29 16:00:00,1240,11,10
Others,Japan (Diamond Princess),2020-03-03 03:00:00,706,6,10
Poland,Poland,2020-03-29 21:00:00,1862,22,7
Iceland,Iceland,2020-03-29 16:00:00,1020,2,114
Indonesia,Indonesia,2020-03-29 12:00:00,1285,114,64
Romania,Romania,2020-03-29 21:00:00,1815,43,206
Saudi Arabia,Saudi Arabia,2020-03-29 16:00:00,1299,8,66
Singapore,Singapore,2020-03-29 16:00:00,844,3,212
Qatar,Qatar,2020-03-29 21:00:00,634,1,48
Philippines,Philippines,2020-03-29 12:00:00,1418,71,42
Slovenia,Slovenia,2020-03-29 12:00:00,730,11,10
Russia,Russia,2020-03-29 12:00:00,1534,8,64
South Africa,South Africa,2020-03-29 21:00:00,1280,2,31
Estonia,Estonia,2020-03-29 12:00:00,679,3,20
Bahrain,Bahrain,2020-03-29 12:00:00,499,4,272
Egypt,Egypt,2020-03-29 21:00:00,609,40,132
Mexico,Mexico,2020-03-29 12:00:00,848,16,4
Croatia,Croatia,2020-03-29 16:00:00,713,6,52
Panama,Panama,2020-03-30 02:00:00,989,24,4
Lebanon,Lebanon,2020-03-29 12:00:00,438,10,30
Iraq,Iraq,2020-03-29 12:00:00,547,42,143
Serbia,Serbia,2020-03-29 21:00:00,741,13,0
Dominican Republic,Dominican Republic,2020-03-29 16:00:00,859,39,3
Algeria,Algeria,2020-03-29 21:00:00,511,31,31
Armenia,Armenia,2020-03-29 12:00:00,424,3,30
Kuwait,Kuwait,2020-03-29 12:00:00,255,0,67
Bulgaria,Bulgaria,2020-03-29 16:00:00,346,8,14
Slovakia,Slovakia,2020-03-29 12:00:00,314,0,2
San Marino,San Marino,2020-03-28 20:00:00,224,22,6
United Arab Emirates,United Arab Emirates,2020-03-29 21:00:00,570,3,58
Latvia,Latvia,2020-03-29 12:00:00,347,0,1
Uruguay,Uruguay,2020-03-29 01:00:00,304,0,0
Hungary,Hungary,2020-03-29 12:00:00,408,13,34
Lithuania,Lithuania,2020-03-29 21:00:00,460,7,1
Costa Rica,Costa Rica,2020-03-29 21:00:00,314,2,3
North Macedonia,North Macedonia,2020-03-29 16:00:00,259,6,3
Vietnam,Vietnam,2020-03-30 02:00:00,194,0,25
Andorra,Andorra,2020-03-29 16:00:00,334,6,1
Morocco,Morocco,2020-03-29 21:00:00,479,26,13
Jordan,Jordan,2020-03-29 21:00:00,259,3,18
Cyprus,Cyprus,2020-03-29 21:00:00,214,5,15
Moldova,Moldova,2020-03-29 21:00:00,263,2,2
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-03-29 12:00:00,323,6,8
Malta,Malta,2020-03-29 12:00:00,151,0,2
Albania,Albania,2020-03-29 12:00:00,212,10,33
Brunei,Brunei,2020-03-29 12:00:00,126,1,34
Cambodia,Cambodia,2020-03-29 12:00:00,103,0,21
Sri Lanka,Sri Lanka,2020-03-29 16:00:00,117,1,11
Belarus,Belarus,2020-03-27 12:00:00,94,0,32
Tunisia,Tunisia,2020-03-29 21:00:00,312,8,2
Burkina Faso,Burkina Faso,2020-03-29 21:00:00,222,12,23
Venezuela,Venezuela,2020-03-28 22:00:00,119,2,39
New Zealand,New Zealand,2020-03-29 01:00:00,514,1,56
Azerbaijan,Azerbaijan,2020-03-29 16:00:00,209,4,15
Kazakhstan,Kazakhstan,2020-03-29 21:00:00,284,1,20
Senegal,Senegal,2020-03-29 12:00:00,142,0,27
Guadeloupe,Guadeloupe,2020-03-22 18:00:00,56,0,0
Oman,Oman,2020-03-29 12:00:00,167,0,23
Georgia (country),Georgia,2020-03-29 21:00:00,91,0,18
Trinidad and Tobago,Trinidad and Tobago,2020-03-30 02:00:00,78,3,1
Ukraine,Ukraine,2020-03-30 02:00:00,475,10,6
Reunion,Reunion,2020-03-22 18:00:00,47,0,0
Uzbekistan,Uzbekistan,2020-03-29 21:00:00,144,2,7
Cameroon,Cameroon,2020-03-30 02:00:00,139,6,5
Martinique,Martinique,2020-03-22 18:00:00,37,1,0
Liechtenstein,Liechtenstein,2020-03-26 22:00:00,56,0,0
Afghanistan,Afghanistan,2020-03-29 16:00:00,120,4,2
Palestine,Palestine,2020-03-30 02:00:00,109,1,18
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-03-30 02:00:00,81,8,2
Bangladesh,Bangladesh,2020-03-27 12:00:00,48,5,11
Nigeria,Nigeria,2020-03-30 02:00:00,111,1,3
Honduras,Honduras,2020-03-29 12:00:00,110,1,3
Bolivia,Bolivia,2020-03-29 12:00:00,81,0,0
Paraguay,Paraguay,2020-03-30 02:00:00,59,3,1
Cuba,Cuba,2020-03-29 21:00:00,139,3,4
Ghana,Ghana,2020-03-29 16:00:00,152,5,2
French Guiana,French Guiana,2020-03-22 18:00:00,18,0,6
Rwanda,Rwanda,2020-03-30 02:00:00,70,0,0
Guatemala,Guatemala,2020-03-28 20:00:00,34,1,10
Jamaica,Jamaica,2020-03-29 12:00:00,32,1,2
Togo,Togo,2020-03-27 12:00:00,25,0,1
Kenya,Kenya,2020-03-29 21:00:00,42,1,1
Cote d'Ivoire,Cote d'Ivoire,2020-03-29 21:00:00,165,1,4
Maldives,Maldives,2020-03-29 12:00:00,17,0,11
Monaco,Monaco,2020-03-30 02:00:00,46,1,1
Ethiopia,Ethiopia,2020-03-30 02:00:00,21,0,1
Mongolia,Mongolia,2020-03-28 12:00:00,12,0,0
Guyana,Guyana,2020-03-28 20:00:00,8,1,0
Seychelles,Seychelles,2020-03-28 22:00:00,8,0,0
Suriname,Suriname,2020-03-25 18:00:00,8,0,0
Gabon,Gabon,2020-03-26 16:00:00,7,1,0
French Polynesia,French Polynesia,2020-03-14 17:00:00,3,0,0
Namibia,Namibia,2020-03-29 12:00:00,11,0,2
Bhutan,Bhutan,2020-03-29 12:00:00,4,0,0
Saint Lucia,Saint Lucia,2020-03-30 02:00:00,9,0,1
Sudan,Sudan,2020-03-29 21:00:00,6,1,0
Nepal,Nepal,2020-03-28 12:00:00,5,0,1
Guinea,Guinea,2020-03-29 16:00:00,16,0,0
Aruba,Aruba,2020-03-14 01:00:00,2,0,0
Jersey,Jersey,2020-03-14 18:00:00,2,0,0
Mauritania,Mauritania,2020-03-28 12:00:00,5,0,0
Antigua and Barbuda,Antigua and Barbuda,2020-03-27 01:00:00,7,0,0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2020-03-14 16:33:00,1,0,0
Curacao,Curacao,2020-03-14 14:00:00,1,0,0
Greenland,Greenland,2020-03-16 18:00:00,1,0,0
Guernsey,Guernsey,2020-03-13 14:00:00,1,0,0
Vatican City,Vatican City,2020-03-28 20:00:00,6,0,0
Cayman Islands,Cayman Islands,2020-03-13 12:00:00,1,0,0
Argentina,Argentina,2020-03-30 01:00:00,820,20,91
Brazil,Brazil,2020-03-30 01:00:00,4256,136,6
Canada,Canada,2020-03-30 02:00:00,6320,66,530
Chile,Chile,2020-03-29 18:00:00,2139,7,75
Colombia,Colombia,2020-03-30 01:00:00,702,10,10
Germany,Germany,2020-03-30 01:00:00,62321,535,9211
Greece,Greece,2020-03-29 18:00:00,1156,38,52
India,India,2020-03-30 01:00:00,1069,27,99
Peru,Peru,2020-03-29 18:00:00,852,18,16
USA (Aggregate Recovered),USA,2020-03-30 03:00:00,0,0,4865
New York,USA,2020-03-30 03:00:00,59746,966,0
New Jersey,USA,2020-03-30 03:00:00,13386,161,0
California,USA,2020-03-30 03:00:00,6345,132,0
Michigan,USA,2020-03-30 03:00:00,5489,132,0
Massachusetts,USA,2020-03-30 03:00:00,4955,48,0
Florida,USA,2020-03-30 03:00:00,4950,60,0
Washington,USA,2020-03-30 03:00:00,4896,204,0
Illinois,USA,2020-03-30 03:00:00,4596,66,0
Louisiana,USA,2020-03-30 03:00:00,3540,151,0
Pennsylvania,USA,2020-03-30 03:00:00,3465,43,0
Texas,USA,2020-03-30 03:00:00,2826,37,0
Georgia,USA,2020-03-30 03:00:00,2683,84,0
Colorado,USA,2020-03-30 03:00:00,2308,47,0
Connecticut,USA,2020-03-30 03:00:00,1993,34,0
Tennessee,USA,2020-03-30 03:00:00,1818,12,0
Ohio,USA,2020-03-30 03:00:00,1653,29,0
Indiana,USA,2020-03-30 03:00:00,1514,32,0
Maryland,USA,2020-03-30 03:00:00,1239,15,0
North Carolina,USA,2020-03-30 03:00:00,1189,6,0
Wisconsin,USA,2020-03-30 03:00:00,1164,18,0
Missouri,USA,2020-03-30 03:00:00,926,13,0
Nevada,USA,2020-03-30 03:00:00,920,15,0
Arizona,USA,2020-03-30 03:00:00,919,17,0
Virginia,USA,2020-03-30 03:00:00,890,24,0
Alabama,USA,2020-03-30 03:00:00,830,10,0
South Carolina,USA,2020-03-30 03:00:00,774,16,0
Mississippi,USA,2020-03-30 03:00:00,759,14,0
Utah,USA,2020-03-30 03:00:00,724,4,0
Oregon,USA,2020-03-30 03:00:00,549,13,0
Minnesota,USA,2020-03-30 03:00:00,503,9,0
Arkansas,USA,2020-03-30 03:00:00,449,6,0
Kentucky,USA,2020-03-30 03:00:00,439,9,0
Oklahoma,USA,2020-03-30 03:00:00,431,16,0
District of Columbia,USA,2020-03-30 03:00:00,401,9,0
Iowa,USA,2020-03-30 03:00:00,336,4,0
Kansas,USA,2020-03-30 03:00:00,330,7,0
Idaho,USA,2020-03-30 03:00:00,324,6,0
Rhode Island,USA,2020-03-30 03:00:00,294,3,0
New Hampshire,USA,2020-03-30 03:00:00,258,3,0
Maine,USA,2020-03-30 03:00:00,253,3,0
New Mexico,USA,2020-03-30 03:00:00,237,2,0
Vermont,USA,2020-03-30 03:00:00,235,12,0
Delaware,USA,2020-03-30 03:00:00,232,6,0
Hawaii,USA,2020-03-30 03:00:00,175,0,0
Montana,USA,2020-03-30 03:00:00,161,2,0
Puerto Rico,USA,2020-03-30 03:00:00,127,5,0
West Virginia,USA,2020-03-30 03:00:00,124,1,0
Nebraska,USA,2020-03-30 03:00:00,120,2,0
Alaska,USA,2020-03-30 03:00:00,114,3,0
Grand Princess,USA,2020-03-30 03:00:00,103,3,0
North Dakota,USA,2020-03-30 03:00:00,98,1,0
South Dakota,USA,2020-03-30 03:00:00,90,1,0
