name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-04-04 02:00:00,67803,3207,63762
Guangdong,Mainland China,2020-04-07 02:00:00,1533,8,1401
Henan,Mainland China,2020-03-29 02:00:00,1276,22,1251
Zhejiang,Mainland China,2020-04-07 03:00:00,1265,1,1230
Hunan,Mainland China,2020-04-02 02:00:00,1019,4,1014
Anhui,Mainland China,2020-03-09 01:00:00,990,6,984
Jiangxi,Mainland China,2020-03-29 02:00:00,937,1,934
Shandong,Mainland China,2020-04-07 01:00:00,781,7,755
Jiangsu,Mainland China,2020-04-03 04:00:00,651,0,632
Chongqing,Mainland China,2020-03-29 01:00:00,579,6,570
Sichuan,Mainland China,2020-04-07 02:00:00,560,3,541
Beijing,Mainland China,2020-04-06 02:00:00,587,8,443
Heilongjiang,Mainland China,2020-04-08 01:00:00,569,13,470
Shanghai,Mainland China,2020-04-08 01:00:00,543,7,406
Hebei,Mainland China,2020-04-05 02:00:00,327,6,310
Hong Kong,Hong Kong,2020-04-07 10:00:00,935,4,216
Fujian,Mainland China,2020-04-07 01:00:00,351,1,305
Guangxi,Mainland China,2020-04-01 18:00:00,254,2,252
Shaanxi,Mainland China,2020-04-04 02:00:00,256,3,245
Yunnan,Mainland China,2020-04-03 00:00:00,184,2,172
Taiwan,Taiwan,2020-04-07 10:00:00,376,5,57
Hainan,Mainland China,2020-03-24 05:00:00,168,6,162
Guizhou,Mainland China,2020-03-17 02:00:00,146,2,144
Tianjin,Mainland China,2020-04-03 10:00:00,180,3,140
Gansu,Mainland China,2020-04-06 03:00:00,139,2,132
Shanxi,Mainland China,2020-04-05 01:00:00,138,0,133
Liaoning,Mainland China,2020-04-07 01:00:00,144,2,130
Jilin,Mainland China,2020-03-29 01:00:00,98,1,92
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-04-08 01:00:00,124,1,74
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
Macau,Macau,2020-04-05 03:00:00,44,0,10
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Xizang,Mainland China,2020-02-12 07:00:00,1,0,1
Sao Tome and Principe,Sao Tome and Principe,2020-04-06 16:00:00,4,0,0
Saint Pierre and Miquelon,Saint Pierre and Miquelon,2020-04-05 20:00:00,1,0,0
South Sudan,South Sudan,2020-04-08 00:00:00,2,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-04-05 20:00:00,2,0,0
Malawi,Malawi,2020-04-07 14:00:00,8,1,0
Burundi,Burundi,2020-04-02 17:00:00,3,0,0
Sierra Leone,Sierra Leone,2020-04-05 15:00:00,6,0,0
Botswana,Botswana,2020-04-05 20:00:00,6,1,0
Anguilla,Anguilla,2020-04-02 17:00:00,3,0,0
Saint Barthelemy,Saint Barthelemy,2020-03-30 16:00:00,6,0,1
Bermuda,Bermuda,2020-04-07 01:00:00,39,2,17
Faroe Islands,Faroe Islands,2020-04-07 11:00:00,184,0,129
Gibraltar,Gibraltar,2020-04-07 19:00:00,113,0,60
Isle of Man,Isle of Man,2020-04-07 11:00:00,150,1,73
Saint Martin,Saint Martin,2020-04-06 00:00:00,32,2,7
Montserrat,Montserrat,2020-04-08 00:00:00,9,0,0
Mayotte,Mayotte,2020-04-08 00:00:00,171,2,22
New Caledonia,New Caledonia,2020-04-02 12:00:00,18,0,1
Sint Maarten,Sint Maarten,2020-04-05 11:00:00,25,4,6
Turks and Caicos Islands,Turks and Caicos Islands,2020-04-07 01:00:00,8,1,0
Republic of the Congo,Republic of the Congo,2020-04-05 11:00:00,45,5,2
Angola,Angola,2020-04-08 00:00:00,17,2,2
Benin,Benin,2020-04-07 01:00:00,26,1,5
Bahamas,Bahamas,2020-04-07 01:00:00,33,5,5
Belize,Belize,2020-04-06 19:00:00,7,1,0
Barbados,Barbados,2020-04-07 19:00:00,63,3,6
Central African Republic,Central African Republic,2020-04-03 10:00:00,8,0,0
Cabo Verde,Cabo Verde,2020-04-04 14:00:00,7,1,0
Djibouti,Djibouti,2020-04-07 01:00:00,90,0,9
Dominica,Dominica,2020-04-07 01:00:00,15,0,1
Eritrea,Eritrea,2020-04-07 01:00:00,31,0,0
Fiji,Fiji,2020-04-07 11:00:00,15,0,0
