name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-01-25 22:00:00,1052,52,42
Zhejiang,Mainland China,2020-01-25 22:00:00,104,0,1
Guangdong,Mainland China,2020-01-25 12:00:00,98,0,2
Henan,Mainland China,2020-01-25 12:00:00,83,1,0
Chongqing,Mainland China,2020-01-25 12:00:00,75,0,0
Hunan,Mainland China,2020-01-25 12:00:00,69,0,0
Anhui,Mainland China,2020-01-25 12:00:00,60,0,0
Beijing,Mainland China,2020-01-25 12:00:00,51,0,2
Sichuan,Mainland China,2020-01-25 12:00:00,44,0,0
Shanghai,Mainland China,2020-01-25 12:00:00,40,1,1
Shandong,Mainland China,2020-01-25 12:00:00,39,0,0
Jiangxi,Mainland China,2020-01-25 12:00:00,36,0,0
Guangxi,Mainland China,2020-01-25 12:00:00,33,0,0
Jiangsu,Mainland China,2020-01-25 12:00:00,31,0,1
Hainan,Mainland China,2020-01-25 12:00:00,19,0,0
Liaoning,Mainland China,2020-01-25 12:00:00,19,0,0
Fujian,Mainland China,2020-01-25 12:00:00,18,0,0
Heilongjiang,Mainland China,2020-01-25 12:00:00,15,1,0
Shaanxi,Mainland China,2020-01-25 12:00:00,15,0,0
Hebei,Mainland China,2020-01-25 12:00:00,13,1,0
Tianjin,Mainland China,2020-01-25 12:00:00,13,0,0
Yunnan,Mainland China,2020-01-25 12:00:00,11,0,0
Shanxi,Mainland China,2020-01-25 12:00:00,9,0,0
Gansu,Mainland China,2020-01-25 12:00:00,7,0,0
Nei Mongol,Mainland China,2020-01-25 12:00:00,7,0,0
Thailand,Thailand,2020-01-25 12:00:00,7,0,0
Guizhou,Mainland China,2020-01-25 12:00:00,5,0,0
Hong Kong,Hong Kong,2020-01-25 12:00:00,5,0,0
Australia,Australia,2020-01-25 12:00:00,4,0,0
Jilin,Mainland China,2020-01-25 12:00:00,4,0,0
Ningxia,Mainland China,2020-01-25 12:00:00,4,0,0
Xinjiang Uygur,Mainland China,2020-01-25 12:00:00,4,0,0
France,France,2020-01-25 12:00:00,3,0,0
Malaysia,Malaysia,2020-01-25 12:00:00,3,0,0
Singapore,Singapore,2020-01-25 12:00:00,3,0,0
South Korea,South Korea,2020-01-25 12:00:00,3,0,0
Taiwan,Taiwan,2020-01-25 12:00:00,3,0,0
Japan,Japan,2020-01-25 12:00:00,2,0,0
Macau,Macau,2020-01-25 12:00:00,2,0,0
Vietnam,Vietnam,2020-01-25 12:00:00,2,0,0
Illinois,USA,2020-01-25 12:00:00,1,0,0
Nepal,Nepal,2020-01-25 12:00:00,1,0,0
Qinghai,Mainland China,2020-01-25 12:00:00,1,0,0
Washington,USA,2020-01-25 12:00:00,1,0,0
