name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-02-04 23:43:00,16678,479,522
Zhejiang,Mainland China,2020-02-05 01:33:00,895,0,63
Guangdong,Mainland China,2020-02-05 02:03:00,870,0,32
Henan,Mainland China,2020-02-05 01:13:00,764,2,41
Hunan,Mainland China,2020-02-05 01:43:00,661,0,35
Jiangxi,Mainland China,2020-02-05 01:33:00,548,0,27
Anhui,Mainland China,2020-02-05 01:13:00,530,0,20
Chongqing,Mainland China,2020-02-05 00:13:00,366,2,14
Jiangsu,Mainland China,2020-02-05 02:43:00,341,0,13
Sichuan,Mainland China,2020-02-05 00:53:00,301,1,23
Shandong,Mainland China,2020-02-05 01:03:00,298,0,13
Shanghai,Mainland China,2020-02-05 00:23:00,233,1,12
Beijing,Mainland China,2020-02-04 08:33:00,228,1,23
Fujian,Mainland China,2020-02-04 12:13:00,194,0,3
Heilongjiang,Mainland China,2020-02-05 01:23:00,190,2,4
Shaanxi,Mainland China,2020-02-05 02:43:00,165,0,2
Guangxi,Mainland China,2020-02-05 00:43:00,150,0,10
Hebei,Mainland China,2020-02-05 02:53:00,135,1,4
Yunnan,Mainland China,2020-02-04 23:23:00,122,0,5
Hainan,Mainland China,2020-02-05 02:53:00,91,1,4
Liaoning,Mainland China,2020-02-04 14:13:00,81,0,2
Shanxi,Mainland China,2020-02-04 23:23:00,81,0,4
Tianjin,Mainland China,2020-02-04 13:33:00,67,0,2
Guizhou,Mainland China,2020-02-05 01:23:00,64,0,5
Gansu,Mainland China,2020-02-04 15:43:00,57,0,4
Jilin,Mainland China,2020-02-05 00:43:00,54,0,1
Nei Mongol,Mainland China,2020-02-05 01:53:00,42,0,1
Ningxia,Mainland China,2020-02-04 02:13:00,34,0,1
Xinjiang Uygur,Mainland China,2020-02-05 02:03:00,32,0,0
Thailand,Thailand,2020-02-04 15:33:00,25,0,5
Singapore,Singapore,2020-02-04 15:33:00,24,0,0
Japan,Japan,2020-02-04 16:43:00,22,0,1
Hong Kong,Hong Kong,2020-02-05 02:33:00,18,1,0
Qinghai,Mainland China,2020-02-05 01:23:00,17,0,0
South Korea,South Korea,2020-02-04 15:33:00,16,0,0
Australia,Australia,2020-02-01 18:12:00,13,0,2
Germany,Germany,2020-02-03 20:53:00,12,0,0
Taiwan,Taiwan,2020-02-04 14:53:00,11,0,0
Macau,Macau,2020-02-04 04:43:00,10,0,0
Malaysia,Malaysia,2020-02-04 07:33:00,10,0,0
Vietnam,Vietnam,2020-02-03 21:43:00,8,0,1
France,France,2020-02-01 01:52:00,6,0,0
United Arab Emirates,United Arab Emirates,2020-02-02 05:43:00,5,0,0
Canada,Canada,2020-02-04 00:13:00,4,0,0
India,India,2020-02-03 21:43:00,3,0,0
California,USA,2020-02-03 03:53:00,6,0,0
Illinois,USA,2020-02-01 19:43:00,2,0,0
Italy,Italy,2020-01-31 08:15:00,2,0,0
Philippines,Philippines,2020-02-02 03:33:00,2,1,0
Russia,Russia,2020-01-31 16:13:00,2,0,0
United Kingdom,United Kingdom,2020-02-01 01:52:00,2,0,0
Arizona,USA,2020-02-01 19:43:00,1,0,0
Belgium,Belgium,2020-02-04 15:43:00,1,0,0
Cambodia,Cambodia,2020-01-31 08:15:00,1,0,0
Finland,Finland,2020-01-31 08:15:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Nepal,Nepal,2020-01-31 08:15:00,1,0,0
Spain,Spain,2020-02-01 23:43:00,1,0,0
Sri Lanka,Sri Lanka,2020-01-31 08:15:00,1,0,0
Sweden,Sweden,2020-02-01 02:13:00,1,0,0
Xizang,Mainland China,2020-02-01 01:52:00,1,0,0
Washington,USA,2020-02-01 19:43:00,1,0,0
