name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-04-21 02:00:00,68128,4512,63514
Guangdong,Mainland China,2020-04-21 01:00:00,1582,8,1501
Henan,Mainland China,2020-04-14 01:00:00,1276,22,1254
Zhejiang,Mainland China,2020-04-17 03:00:00,1268,1,1246
Hunan,Mainland China,2020-04-02 02:00:00,1019,4,1014
Anhui,Mainland China,2020-04-09 02:00:00,991,6,984
Jiangxi,Mainland China,2020-04-10 02:00:00,937,1,936
Shandong,Mainland China,2020-04-17 01:00:00,787,7,761
Jiangsu,Mainland China,2020-04-17 02:00:00,653,0,643
Chongqing,Mainland China,2020-03-29 01:00:00,579,6,570
Sichuan,Mainland China,2020-04-18 02:00:00,561,3,553
Beijing,Mainland China,2020-04-17 03:00:00,593,8,509
Heilongjiang,Mainland China,2020-04-21 01:00:00,913,13,475
Shanghai,Mainland China,2020-04-20 08:00:00,638,7,530
Hebei,Mainland China,2020-04-17 02:00:00,328,6,316
Hong Kong,Hong Kong,2020-04-19 10:00:00,1025,4,602
Fujian,Mainland China,2020-04-18 01:00:00,355,1,336
Guangxi,Mainland China,2020-04-01 18:00:00,254,2,252
Shaanxi,Mainland China,2020-04-17 02:00:00,256,3,252
Yunnan,Mainland China,2020-04-17 00:00:00,184,2,177
Taiwan,Taiwan,2020-04-20 08:00:00,422,6,189
Hainan,Mainland China,2020-03-24 05:00:00,168,6,162
Guizhou,Mainland China,2020-04-19 01:00:00,147,2,145
Tianjin,Mainland China,2020-04-17 16:00:00,189,3,173
Gansu,Mainland China,2020-04-16 14:00:00,139,2,137
Shanxi,Mainland China,2020-04-17 00:00:00,197,0,135
Liaoning,Mainland China,2020-04-17 01:00:00,146,2,140
Jilin,Mainland China,2020-04-21 02:00:00,106,1,97
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-04-20 02:00:00,194,1,104
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
Macau,Macau,2020-04-15 15:00:00,45,0,16
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Xizang,Mainland China,2020-02-23 12:00:00,1,0,1
Yemen,Yemen,2020-04-18 00:00:00,1,0,0
Sao Tome and Principe,Sao Tome and Principe,2020-04-18 00:00:00,4,0,0
Saint Pierre and Miquelon,Saint Pierre and Miquelon,2020-04-18 00:00:00,1,0,0
South Sudan,South Sudan,2020-04-18 00:00:00,4,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-04-05 20:00:00,2,0,0
Malawi,Malawi,2020-04-17 21:00:00,17,2,0
Burundi,Burundi,2020-04-11 21:00:00,5,0,0
Sierra Leone,Sierra Leone,2020-04-20 14:00:00,43,0,6
Botswana,Botswana,2020-04-19 12:00:00,20,1,0
Anguilla,Anguilla,2020-04-02 17:00:00,3,0,0
Saint Barthelemy,Saint Barthelemy,2020-03-30 16:00:00,6,0,1
Bermuda,Bermuda,2020-04-19 12:00:00,86,5,35
Faroe Islands,Faroe Islands,2020-04-19 12:00:00,185,0,176
Gibraltar,Gibraltar,2020-04-18 00:00:00,132,0,105
Isle of Man,Isle of Man,2020-04-20 18:00:00,300,9,200
Saint Martin,Saint Martin,2020-04-18 13:00:00,37,2,19
Montserrat,Montserrat,2020-04-18 00:00:00,11,0,1
Mayotte,Mayotte,2020-04-19 17:00:00,271,4,117
New Caledonia,New Caledonia,2020-04-02 12:00:00,18,0,1
Sint Maarten,Sint Maarten,2020-04-19 21:00:00,67,10,12
