name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-05-31 03:00:00,68135,4512,63619
Guangdong,Mainland China,2020-05-31 03:00:00,1593,8,1583
Henan,Mainland China,2020-05-31 03:00:00,1276,22,1254
Zhejiang,Mainland China,2020-05-31 03:00:00,1268,1,1267
Hong Kong,Hong Kong,2020-05-31 03:00:00,1082,4,1036
Hunan,Mainland China,2020-05-31 03:00:00,1019,4,1015
Anhui,Mainland China,2020-05-31 03:00:00,991,6,985
Jiangxi,Mainland China,2020-05-31 03:00:00,937,1,936
Heilongjiang,Mainland China,2020-05-31 03:00:00,945,13,932
Shandong,Mainland China,2020-05-31 03:00:00,792,7,780
Jiangsu,Mainland China,2020-05-31 03:00:00,653,0,653
Chongqing,Mainland China,2020-05-31 03:00:00,579,6,573
Beijing,Mainland China,2020-05-31 03:00:00,593,9,581
Shanghai,Mainland China,2020-05-31 03:00:00,672,7,657
Sichuan,Mainland China,2020-05-31 03:00:00,564,3,558
Taiwan,Taiwan,2020-05-31 03:00:00,442,7,421
Fujian,Mainland China,2020-05-31 03:00:00,358,1,355
Hebei,Mainland China,2020-05-31 03:00:00,328,6,322
Shaanxi,Mainland China,2020-05-31 03:00:00,308,3,305
Guangxi,Mainland China,2020-05-31 03:00:00,254,2,252
Nei Mongol,Mainland China,2020-05-31 03:00:00,232,1,206
Shanxi,Mainland China,2020-05-31 03:00:00,198,0,198
Tianjin,Mainland China,2020-05-31 03:00:00,192,3,188
Yunnan,Mainland China,2020-05-31 03:00:00,185,2,183
Hainan,Mainland China,2020-05-31 03:00:00,169,6,163
Guizhou,Mainland China,2020-05-31 03:00:00,147,2,145
Liaoning,Mainland China,2020-05-31 03:00:00,149,2,147
Gansu,Mainland China,2020-05-31 03:00:00,139,2,137
Jilin,Mainland China,2020-05-31 03:00:00,155,2,144
Xinjiang Uygur,Mainland China,2020-05-31 03:00:00,76,3,73
Ningxia,Mainland China,2020-05-31 03:00:00,75,0,75
Macau,Macau,2020-05-31 03:00:00,45,0,45
Qinghai,Mainland China,2020-05-31 03:00:00,18,0,18
Xizang,Mainland China,2020-05-31 03:00:00,1,0,1
Comoros,Comoros,2020-05-31 03:00:00,106,2,26
Tajikistan,Tajikistan,2020-05-31 03:00:00,3807,47,1865
Yemen,Yemen,2020-05-31 03:00:00,310,77,13
Sao Tome and Principe,Sao Tome and Principe,2020-05-31 03:00:00,479,12,68
Saint Pierre and Miquelon,Saint Pierre and Miquelon,2020-05-31 03:00:00,1,0,1
South Sudan,South Sudan,2020-05-31 03:00:00,994,10,6
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-04-05 20:00:00,2,0,0
Malawi,Malawi,2020-05-31 03:00:00,279,4,42
Burundi,Burundi,2020-05-31 03:00:00,63,1,33
Sierra Leone,Sierra Leone,2020-05-31 03:00:00,852,46,415
Botswana,Botswana,2020-05-31 03:00:00,35,1,20
Anguilla,Anguilla,2020-05-31 03:00:00,3,0,3
Saint Barthelemy,Saint Barthelemy,2020-05-31 03:00:00,6,0,6
Bermuda,Bermuda,2020-05-31 03:00:00,140,9,92
Faroe Islands,Faroe Islands,2020-05-31 03:00:00,187,0,187
Gibraltar,Gibraltar,2020-05-31 03:00:00,169,0,149
Isle of Man,Isle of Man,2020-05-31 03:00:00,336,24,309
Saint Martin,Saint Martin,2020-05-31 03:00:00,41,3,33
Montserrat,Montserrat,2020-05-31 03:00:00,11,1,10
Mayotte,Mayotte,2020-05-31 03:00:00,1699,21,1385
New Caledonia,New Caledonia,2020-05-31 03:00:00,19,0,18
Sint Maarten,Sint Maarten,2020-05-31 03:00:00,77,15,60
Turks and Caicos Islands,Turks and Caicos Islands,2020-05-31 03:00:00,12,1,11
Republic of the Congo,Republic of the Congo,2020-05-31 03:00:00,571,19,161
Angola,Angola,2020-05-31 03:00:00,84,4,18
Benin,Benin,2020-05-31 03:00:00,224,3,136
Bahamas,Bahamas,2020-05-31 03:00:00,102,11,48
Belize,Belize,2020-05-31 03:00:00,18,2,16
Barbados,Barbados,2020-05-31 03:00:00,92,7,76
Central African Republic,Central African Republic,2020-05-31 03:00:00,962,1,23
Cabo Verde,Cabo Verde,2020-05-31 03:00:00,421,4,167
Djibouti,Djibouti,2020-05-31 03:00:00,3194,22,1286
Dominica,Dominica,2020-05-31 03:00:00,16,0,16
Eritrea,Eritrea,2020-05-31 03:00:00,39,0,39
Fiji,Fiji,2020-05-31 03:00:00,18,0,15
Gambia,Gambia,2020-05-31 03:00:00,25,1,20
Guinea-Bissau,Guinea-Bissau,2020-05-31 03:00:00,1256,8,42
Equatorial Guinea,Equatorial Guinea,2020-05-31 03:00:00,1306,12,200
Grenada,Grenada,2020-05-31 03:00:00,23,0,18
Haiti,Haiti,2020-05-31 03:00:00,1865,41,24
Kyrgyzstan,Kyrgyzstan,2020-05-31 03:00:00,1722,16,1113
Saint Kitts and Nevis,Saint Kitts and Nevis,2020-05-31 03:00:00,15,0,15
Laos,Laos,2020-05-31 03:00:00,19,0,16
Liberia,Liberia,2020-05-31 03:00:00,280,27,148
Libya,Libya,2020-05-31 03:00:00,130,5,50
Madagascar,Madagascar,2020-05-31 03:00:00,758,6,165
Mali,Mali,2020-05-31 03:00:00,1250,76,696
Montenegro,Montenegro,2020-05-31 03:00:00,324,9,315
Mozambique,Mozambique,2020-05-31 03:00:00,244,2,90
Mauritius,Mauritius,2020-05-31 03:00:00,335,10,322
Niger,Niger,2020-05-31 03:00:00,956,64,818
Nicaragua,Nicaragua,2020-05-31 03:00:00,759,35,370
Papua New Guinea,Papua New Guinea,2020-05-31 03:00:00,8,0,8
El Salvador,El Salvador,2020-05-31 03:00:00,2395,46,1031
Somalia,Somalia,2020-05-31 03:00:00,1916,73,327
Kosovo,Kosovo,2020-05-31 03:00:00,1064,30,829
Syria,Syria,2020-05-31 03:00:00,122,4,43
Chad,Chad,2020-05-31 03:00:00,759,65,470
Timor-Leste,Timor-Leste,2020-05-31 03:00:00,24,0,24
Tanzania,Tanzania,2020-05-31 03:00:00,509,21,183
Uganda,Uganda,2020-05-31 03:00:00,413,0,72
Zambia,Zambia,2020-05-31 03:00:00,1057,7,779
Zimbabwe,Zimbabwe,2020-05-31 03:00:00,174,4,29
Russia,Russia,2020-05-31 03:00:00,396575,4555,167469
Spain,Spain,2020-05-30 20:00:00,286308,27125,196958
United Kingdom,United Kingdom,2020-05-30 22:00:00,274219,38458,1173
France,France,2020-05-30,151496,28771,68268
Turkey,Turkey,2020-05-31 03:00:00,163103,4515,126984
Iran,Iran,2020-05-31 03:00:00,148950,7734,116827
Saudi Arabia,Saudi Arabia,2020-05-31 03:00:00,83384,480,58883
Mexico,Mexico,2020-05-31 03:00:00,87512,9779,61247
Pakistan,Pakistan,2020-05-31 03:00:00,66457,1395,24131
Qatar,Qatar,2020-05-31 03:00:00,55262,36,25839
Netherlands,Netherlands,2020-05-30 16:00:00,46460,5970,6
Bangladesh,Bangladesh,2020-05-31 03:00:00,44608,610,9375
Belarus,Belarus,2020-05-31 03:00:00,41658,229,17964
Ecuador,Ecuador,2020-05-31 03:00:00,38571,3334,19190
Sweden,Sweden,2020-05-31 03:00:00,37113,4395,4971
Singapore,Singapore,2020-05-31 03:00:00,34366,23,20727
United Arab Emirates,United Arab Emirates,2020-05-31 03:00:00,33896,262,17546
Portugal,Portugal,2020-05-31 03:00:00,32203,1396,19186
Switzerland,Switzerland,2020-05-31 03:00:00,30845,1919,28400
South Africa,South Africa,2020-05-31 03:00:00,30967,643,16116
Ireland,Ireland,2020-05-31 03:00:00,24929,1651,22089
Indonesia,Indonesia,2020-05-31 03:00:00,25773,1573,7015
Kuwait,Kuwait,2020-05-31 03:00:00,26192,205,10156
Poland,Poland,2020-05-31 03:00:00,23571,1061,11016
Ukraine,Ukraine,2020-05-31 03:00:00,23204,696,9311
Egypt,Egypt,2020-05-31 03:00:00,23449,913,5693
Romania,Romania,2020-05-31 03:00:00,19133,1259,13046
