name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-05-13 03:00:00,68134,4512,63616
Guangdong,Mainland China,2020-05-13 03:00:00,1589,8,1578
Henan,Mainland China,2020-05-13 03:00:00,1276,22,1254
Zhejiang,Mainland China,2020-05-13 03:00:00,1268,1,1267
Hong Kong,Hong Kong,2020-05-13 03:00:00,1047,4,991
Hunan,Mainland China,2020-05-13 03:00:00,1019,4,1015
Anhui,Mainland China,2020-05-13 03:00:00,991,6,985
Jiangxi,Mainland China,2020-05-13 03:00:00,937,1,936
Heilongjiang,Mainland China,2020-05-13 03:00:00,945,13,929
Shandong,Mainland China,2020-05-13 03:00:00,788,7,777
Jiangsu,Mainland China,2020-05-13 03:00:00,653,0,653
Chongqing,Mainland China,2020-05-13 03:00:00,579,6,573
Beijing,Mainland China,2020-05-13 03:00:00,593,9,573
Shanghai,Mainland China,2020-05-13 03:00:00,660,7,631
Sichuan,Mainland China,2020-05-13 03:00:00,561,3,558
Taiwan,Taiwan,2020-05-13 03:00:00,440,7,372
Fujian,Mainland China,2020-05-13 03:00:00,356,1,354
Hebei,Mainland China,2020-05-13 03:00:00,328,6,321
Shaanxi,Mainland China,2020-05-13 03:00:00,308,3,297
Guangxi,Mainland China,2020-05-13 03:00:00,254,2,252
Nei Mongol,Mainland China,2020-05-13 03:00:00,209,1,190
Shanxi,Mainland China,2020-05-13 03:00:00,198,0,198
Tianjin,Mainland China,2020-05-13 03:00:00,191,3,186
Yunnan,Mainland China,2020-05-13 03:00:00,185,2,183
Hainan,Mainland China,2020-05-13 03:00:00,168,6,162
Guizhou,Mainland China,2020-05-13 03:00:00,147,2,145
Liaoning,Mainland China,2020-05-13 03:00:00,147,2,144
Gansu,Mainland China,2020-05-13 03:00:00,139,2,137
Jilin,Mainland China,2020-05-13 03:00:00,133,1,108
Xinjiang Uygur,Mainland China,2020-05-13 03:00:00,76,3,73
Ningxia,Mainland China,2020-05-13 03:00:00,75,0,75
Macau,Macau,2020-05-13 03:00:00,45,0,42
Qinghai,Mainland China,2020-05-13 03:00:00,18,0,18
Xizang,Mainland China,2020-05-13 03:00:00,1,0,1
Comoros,Comoros,2020-05-13 03:00:00,11,1,0
Tajikistan,Tajikistan,2020-05-13 03:00:00,729,21,0
Yemen,Yemen,2020-05-13 03:00:00,65,10,1
Sao Tome and Principe,Sao Tome and Principe,2020-05-13 03:00:00,208,5,4
Saint Pierre and Miquelon,Saint Pierre and Miquelon,2020-05-13 03:00:00,1,0,1
South Sudan,South Sudan,2020-05-13 03:00:00,194,0,2
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-04-05 20:00:00,2,0,0
Malawi,Malawi,2020-05-13 03:00:00,57,3,24
Burundi,Burundi,2020-05-13 03:00:00,15,1,7
Sierra Leone,Sierra Leone,2020-05-13 03:00:00,338,19,72
Botswana,Botswana,2020-05-13 03:00:00,24,1,17
Anguilla,Anguilla,2020-05-13 03:00:00,3,0,3
Saint Barthelemy,Saint Barthelemy,2020-05-13 03:00:00,6,0,6
Bermuda,Bermuda,2020-05-13 03:00:00,121,8,66
Faroe Islands,Faroe Islands,2020-05-13 03:00:00,187,0,187
Gibraltar,Gibraltar,2020-05-13 03:00:00,148,0,144
Isle of Man,Isle of Man,2020-05-13 03:00:00,331,23,272
Saint Martin,Saint Martin,2020-05-13 03:00:00,39,3,30
Montserrat,Montserrat,2020-05-13 03:00:00,11,1,8
Mayotte,Mayotte,2020-05-13 03:00:00,1095,12,492
New Caledonia,New Caledonia,2020-05-13 03:00:00,18,0,18
Sint Maarten,Sint Maarten,2020-05-13 03:00:00,76,15,46
Turks and Caicos Islands,Turks and Caicos Islands,2020-05-13 03:00:00,12,1,8
Republic of the Congo,Republic of the Congo,2020-05-13 03:00:00,333,11,53
Angola,Angola,2020-05-13 03:00:00,45,2,13
Benin,Benin,2020-05-13 03:00:00,327,2,76
Bahamas,Bahamas,2020-05-13 03:00:00,93,11,39
Belize,Belize,2020-05-13 03:00:00,18,2,16
Barbados,Barbados,2020-05-13 03:00:00,85,7,57
Central African Republic,Central African Republic,2020-05-13 03:00:00,143,0,10
Cabo Verde,Cabo Verde,2020-05-13 03:00:00,267,2,58
Djibouti,Djibouti,2020-05-13 03:00:00,1256,3,886
Dominica,Dominica,2020-05-13 03:00:00,16,0,15
Eritrea,Eritrea,2020-05-13 03:00:00,39,0,38
Fiji,Fiji,2020-05-13 03:00:00,18,0,14
Gambia,Gambia,2020-05-13 03:00:00,22,1,10
Guinea-Bissau,Guinea-Bissau,2020-05-13 03:00:00,820,3,26
Equatorial Guinea,Equatorial Guinea,2020-05-13 03:00:00,439,4,13
Grenada,Grenada,2020-05-13 03:00:00,21,0,13
Haiti,Haiti,2020-05-13 03:00:00,209,16,17
Kyrgyzstan,Kyrgyzstan,2020-05-13 03:00:00,1037,12,709
Saint Kitts and Nevis,Saint Kitts and Nevis,2020-05-13 03:00:00,15,0,14
Laos,Laos,2020-05-13 03:00:00,19,0,13
Liberia,Liberia,2020-05-13 03:00:00,211,20,85
Libya,Libya,2020-05-13 03:00:00,64,3,28
Madagascar,Madagascar,2020-05-11 18:00:00,193,0,101
Mali,Mali,2020-05-13 03:00:00,730,40,398
Montenegro,Montenegro,2020-05-13 03:00:00,324,9,298
Mozambique,Mozambique,2020-05-13 03:00:00,104,0,34
Mauritius,Mauritius,2020-04-27 17:00:00,334,9,302
Niger,Niger,2020-05-13 03:00:00,854,47,648
Nicaragua,Nicaragua,2020-05-13 03:00:00,25,8,7
Papua New Guinea,Papua New Guinea,2020-05-13 03:00:00,8,0,8
El Salvador,El Salvador,2020-05-13 03:00:00,998,20,349
Somalia,Somalia,2020-05-13 03:00:00,1170,52,126
Kosovo,Kosovo,2020-05-13 03:00:00,919,29,671
Syria,Syria,2020-05-13 03:00:00,47,3,29
Chad,Chad,2020-05-13 03:00:00,357,40,76
Timor-Leste,Timor-Leste,2020-05-13 03:00:00,24,0,21
Tanzania,Tanzania,2020-05-13 03:00:00,509,21,183
Uganda,Uganda,2020-05-13 03:00:00,129,0,55
Zambia,Zambia,2020-05-13 03:00:00,441,7,117
Zimbabwe,Zimbabwe,2020-05-02 01:00:00,40,4,5
Spain,Spain,2020-05-12 18:00:00,269520,26920,180470
Russia,Russia,2020-05-13 03:00:00,232243,2116,43512
United Kingdom,United Kingdom,2020-05-12 16:00:00,227735,32768,1015
France,France,2020-05-12,140227,26991,57785
Turkey,Turkey,2020-05-13 03:00:00,141475,3894,98889
Iran,Iran,2020-05-13 03:00:00,110767,6733,88357
Netherlands,Netherlands,2020-05-12 16:00:00,43183,5529,6
Switzerland,Switzerland,2020-05-13 03:00:00,30380,1867,26800
Portugal,Portugal,2020-05-13 03:00:00,27913,1163,3013
Ecuador,Ecuador,2020-05-13 03:00:00,30419,2327,3433
Saudi Arabia,Saudi Arabia,2020-05-13 03:00:00,42925,264,15257
Sweden,Sweden,2020-05-13 03:00:00,27272,3313,4971
Ireland,Ireland,2020-05-13 03:00:00,23242,1488,17110
Mexico,Mexico,2020-05-13 03:00:00,38324,3926,25935
Pakistan,Pakistan,2020-05-13 03:00:00,34336,737,8812
Singapore,Singapore,2020-05-13 03:00:00,24671,21,3851
Israel,Israel,2020-05-13 03:00:00,16529,260,12083
Japan,Japan,2020-05-13 03:00:00,15968,657,8531
Belarus,Belarus,2020-05-13 03:00:00,24873,142,6974
Norway,Norway,2020-05-13 03:00:00,8157,228,32
Australia,Australia,2020-05-13 03:00:00,6980,98,6270
Denmark,Denmark,2020-05-13 03:00:00,10591,527,8580
Malaysia,Malaysia,2020-05-13 03:00:00,6742,109,5223
Czech Republic,Czech Republic,2020-05-13 03:00:00,8221,283,4889
Luxembourg,Luxembourg,2020-05-13 03:00:00,3894,102,3610
Thailand,Thailand,2020-05-13 03:00:00,3017,56,2798
Finland,Finland,2020-05-13 03:00:00,6003,275,4300
Others,Japan (Diamond Princess),2020-03-03 03:00:00,706,6,10
Poland,Poland,2020-05-13 03:00:00,16921,839,6131
Iceland,Iceland,2020-05-13 03:00:00,1801,10,1776
Indonesia,Indonesia,2020-05-13 03:00:00,14749,1007,3063
Romania,Romania,2020-05-13 03:00:00,15778,1002,7685
Qatar,Qatar,2020-05-13 03:00:00,25149,14,3019
Philippines,Philippines,2020-05-13 03:00:00,11350,751,2106
Slovenia,Slovenia,2020-05-13 03:00:00,1461,102,259
