name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-05-11 03:00:00,68134,4512,63616
Guangdong,Mainland China,2020-05-11 03:00:00,1589,8,1577
Henan,Mainland China,2020-05-11 03:00:00,1276,22,1254
Zhejiang,Mainland China,2020-05-11 03:00:00,1268,1,1267
Hong Kong,Hong Kong,2020-05-11 03:00:00,1047,4,982
Hunan,Mainland China,2020-05-11 03:00:00,1019,4,1015
Anhui,Mainland China,2020-05-11 03:00:00,991,6,985
Jiangxi,Mainland China,2020-05-11 03:00:00,937,1,936
Heilongjiang,Mainland China,2020-05-11 03:00:00,945,13,904
Shandong,Mainland China,2020-05-11 03:00:00,788,7,777
Jiangsu,Mainland China,2020-05-11 03:00:00,653,0,653
Chongqing,Mainland China,2020-05-11 03:00:00,579,6,573
Beijing,Mainland China,2020-05-11 03:00:00,593,9,568
Shanghai,Mainland China,2020-05-11 03:00:00,659,7,627
Sichuan,Mainland China,2020-05-11 03:00:00,561,3,558
Taiwan,Taiwan,2020-05-11 03:00:00,440,6,366
Fujian,Mainland China,2020-05-11 03:00:00,356,1,354
Hebei,Mainland China,2020-05-11 03:00:00,328,6,321
Shaanxi,Mainland China,2020-05-11 03:00:00,308,3,294
Guangxi,Mainland China,2020-05-11 03:00:00,254,2,252
Nei Mongol,Mainland China,2020-05-11 03:00:00,208,1,187
Shanxi,Mainland China,2020-05-11 03:00:00,198,0,197
Tianjin,Mainland China,2020-05-11 03:00:00,191,3,186
Yunnan,Mainland China,2020-05-11 03:00:00,185,2,183
Hainan,Mainland China,2020-05-11 03:00:00,168,6,162
Guizhou,Mainland China,2020-05-11 03:00:00,147,2,145
Liaoning,Mainland China,2020-05-11 03:00:00,147,2,144
Gansu,Mainland China,2020-05-11 03:00:00,139,2,137
Jilin,Mainland China,2020-05-11 03:00:00,127,1,105
Xinjiang Uygur,Mainland China,2020-05-11 03:00:00,76,3,73
Ningxia,Mainland China,2020-05-11 03:00:00,75,0,75
Macau,Macau,2020-05-11 03:00:00,45,0,41
Qinghai,Mainland China,2020-05-11 03:00:00,18,0,18
Xizang,Mainland China,2020-05-11 03:00:00,1,0,1
Comoros,Comoros,2020-05-11 03:00:00,11,1,0
Tajikistan,Tajikistan,2020-05-11 03:00:00,612,20,0
Yemen,Yemen,2020-05-11 03:00:00,51,8,1
Sao Tome and Principe,Sao Tome and Principe,2020-05-11 03:00:00,208,5,4
Saint Pierre and Miquelon,Saint Pierre and Miquelon,2020-05-11 03:00:00,1,0,0
South Sudan,South Sudan,2020-05-11 03:00:00,120,0,2
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-04-05 20:00:00,2,0,0
Malawi,Malawi,2020-05-11 03:00:00,56,3,14
Burundi,Burundi,2020-05-11 03:00:00,15,1,7
Sierra Leone,Sierra Leone,2020-05-11 03:00:00,307,18,67
Botswana,Botswana,2020-05-11 03:00:00,23,1,12
Anguilla,Anguilla,2020-05-11 03:00:00,3,0,3
Saint Barthelemy,Saint Barthelemy,2020-05-11 03:00:00,6,0,6
Bermuda,Bermuda,2020-05-11 03:00:00,118,7,64
Faroe Islands,Faroe Islands,2020-05-11 03:00:00,187,0,187
Gibraltar,Gibraltar,2020-05-11 03:00:00,146,0,143
Isle of Man,Isle of Man,2020-05-11 03:00:00,330,23,271
Saint Martin,Saint Martin,2020-05-11 03:00:00,39,3,30
Montserrat,Montserrat,2020-05-11 03:00:00,11,1,8
Mayotte,Mayotte,2020-05-11 03:00:00,1023,11,492
New Caledonia,New Caledonia,2020-05-11 03:00:00,18,0,18
Sint Maarten,Sint Maarten,2020-05-11 03:00:00,76,15,46
Turks and Caicos Islands,Turks and Caicos Islands,2020-05-11 03:00:00,12,1,8
Republic of the Congo,Republic of the Congo,2020-05-11 03:00:00,274,10,33
Angola,Angola,2020-05-11 03:00:00,45,2,13
Benin,Benin,2020-05-11 03:00:00,319,2,62
Bahamas,Bahamas,2020-05-11 03:00:00,92,11,37
Belize,Belize,2020-05-11 03:00:00,18,2,16
Barbados,Barbados,2020-05-11 03:00:00,84,7,57
Central African Republic,Central African Republic,2020-05-11 03:00:00,143,0,10
Cabo Verde,Cabo Verde,2020-05-11 03:00:00,246,2,56
Djibouti,Djibouti,2020-05-11 03:00:00,1210,3,847
Dominica,Dominica,2020-05-11 03:00:00,16,0,15
Eritrea,Eritrea,2020-05-11 03:00:00,39,0,37
Fiji,Fiji,2020-05-11 03:00:00,18,0,14
Gambia,Gambia,2020-05-11 03:00:00,20,1,9
Guinea-Bissau,Guinea-Bissau,2020-05-11 03:00:00,726,3,26
Equatorial Guinea,Equatorial Guinea,2020-05-11 03:00:00,439,4,13
Grenada,Grenada,2020-05-11 03:00:00,21,0,13
Haiti,Haiti,2020-05-11 03:00:00,182,15,17
Kyrgyzstan,Kyrgyzstan,2020-05-11 03:00:00,1002,12,675
Saint Kitts and Nevis,Saint Kitts and Nevis,2020-05-11 03:00:00,15,0,14
Laos,Laos,2020-05-11 03:00:00,19,0,13
Liberia,Liberia,2020-05-11 03:00:00,199,20,79
Libya,Libya,2020-05-11 03:00:00,64,3,24
Madagascar,Madagascar,2020-05-11 03:00:00,193,0,101
Mali,Mali,2020-05-11 03:00:00,704,38,351
Montenegro,Montenegro,2020-05-11 03:00:00,324,9,290
Mozambique,Mozambique,2020-05-11 03:00:00,91,0,34
Mauritius,Mauritius,2020-04-27 17:00:00,334,9,302
Niger,Niger,2020-05-11 03:00:00,821,46,624
Nicaragua,Nicaragua,2020-05-11 03:00:00,16,5,7
Papua New Guinea,Papua New Guinea,2020-05-11 03:00:00,8,0,8
El Salvador,El Salvador,2020-05-11 03:00:00,889,17,293
Somalia,Somalia,2020-05-11 03:00:00,1054,51,118
Kosovo,Kosovo,2020-05-11 03:00:00,870,28,653
Syria,Syria,2020-05-11 03:00:00,47,3,29
Chad,Chad,2020-05-11 03:00:00,322,31,53
Timor-Leste,Timor-Leste,2020-05-11 03:00:00,24,0,21
Tanzania,Tanzania,2020-05-11 03:00:00,509,21,183
Uganda,Uganda,2020-05-11 03:00:00,121,0,55
Zambia,Zambia,2020-05-11 03:00:00,267,7,117
Zimbabwe,Zimbabwe,2020-05-02 01:00:00,40,4,5
Spain,Spain,2020-05-10 20:00:00,264663,26621,176439
United Kingdom,United Kingdom,2020-05-10 20:00:00,220449,31930,1002
Russia,Russia,2020-05-11 03:00:00,209688,1915,34306
France,France,2020-05-10,139063,26380,56217
Turkey,Turkey,2020-05-11 03:00:00,138657,3786,92691
Iran,Iran,2020-05-11 03:00:00,107603,6640,86143
Netherlands,Netherlands,2020-05-10 15:00:00,42826,5459,6
Switzerland,Switzerland,2020-05-11 03:00:00,30305,1833,26600
Portugal,Portugal,2020-05-11 03:00:00,27581,1135,2549
Ecuador,Ecuador,2020-05-11 03:00:00,29509,2127,3433
Saudi Arabia,Saudi Arabia,2020-05-11 03:00:00,39048,246,11457
Sweden,Sweden,2020-05-11 03:00:00,26322,3225,4971
Ireland,Ireland,2020-05-11 03:00:00,22996,1458,17110
Mexico,Mexico,2020-05-11 03:00:00,35022,3465,21824
Pakistan,Pakistan,2020-05-11 03:00:00,30334,659,8063
Singapore,Singapore,2020-05-11 03:00:00,23336,20,2721
Israel,Israel,2020-05-11 03:00:00,16477,252,11430
Japan,Japan,2020-05-11 03:00:00,15777,624,8127
Belarus,Belarus,2020-05-11 03:00:00,22973,131,6406
Norway,Norway,2020-05-11 03:00:00,8105,219,32
Australia,Australia,2020-05-11 03:00:00,6948,97,6167
Denmark,Denmark,2020-05-11 03:00:00,10429,526,8217
Malaysia,Malaysia,2020-05-11 03:00:00,6656,108,5025
Czech Republic,Czech Republic,2020-05-11 03:00:00,8123,280,4474
Luxembourg,Luxembourg,2020-05-11 03:00:00,3886,101,3586
Thailand,Thailand,2020-05-11 03:00:00,3009,56,2794
Finland,Finland,2020-05-11 03:00:00,5962,267,4000
Others,Japan (Diamond Princess),2020-03-03 03:00:00,706,6,10
Poland,Poland,2020-05-11 03:00:00,15996,800,5698
Iceland,Iceland,2020-05-11 03:00:00,1801,10,1773
Indonesia,Indonesia,2020-05-11 03:00:00,14032,973,2698
Romania,Romania,2020-05-11 03:00:00,15362,961,7051
Qatar,Qatar,2020-05-11 03:00:00,22520,14,2753
Philippines,Philippines,2020-05-11 03:00:00,10794,719,1924
Slovenia,Slovenia,2020-05-11 03:00:00,1457,102,256
South Africa,South Africa,2020-05-11 03:00:00,10015,194,4173
Estonia,Estonia,2020-05-11 03:00:00,1739,60,750
Bahrain,Bahrain,2020-05-11 03:00:00,4941,8,2070
Egypt,Egypt,2020-05-11 03:00:00,9400,525,2075
Croatia,Croatia,2020-05-11 03:00:00,2187,90,1764
Panama,Panama,2020-05-11 03:00:00,8448,244,4687
Lebanon,Lebanon,2020-05-11 03:00:00,845,26,234
Iraq,Iraq,2020-05-11 03:00:00,2767,109,1734
Serbia,Serbia,2020-05-11 03:00:00,10032,215,2732
Dominican Republic,Dominican Republic,2020-05-11 03:00:00,10347,388,2763
Algeria,Algeria,2020-05-11 03:00:00,5723,502,2678
Armenia,Armenia,2020-05-11 03:00:00,3313,45,1325
Kuwait,Kuwait,2020-05-11 03:00:00,8688,58,2729
Bulgaria,Bulgaria,2020-05-11 03:00:00,1965,91,444
Slovakia,Slovakia,2020-05-11 03:00:00,1457,26,941
San Marino,San Marino,2020-05-10 15:00:00,637,41,126
United Arab Emirates,United Arab Emirates,2020-05-11 03:00:00,18198,198,4804
Latvia,Latvia,2020-05-11 03:00:00,939,18,464
Uruguay,Uruguay,2020-05-11 03:00:00,707,19,517
Hungary,Hungary,2020-05-11 03:00:00,3263,413,933
Lithuania,Lithuania,2020-05-11 03:00:00,1479,50,828
Costa Rica,Costa Rica,2020-05-11 03:00:00,792,7,501
North Macedonia,North Macedonia,2020-05-11 03:00:00,1642,91,1136
Vietnam,Vietnam,2020-05-11 03:00:00,288,0,241
Andorra,Andorra,2020-05-11 03:00:00,755,48,550
Morocco,Morocco,2020-05-11 03:00:00,6063,188,2554
Jordan,Jordan,2020-05-11 03:00:00,540,9,389
Cyprus,Cyprus,2020-05-11 03:00:00,898,16,401
Moldova,Moldova,2020-05-11 03:00:00,4927,169,1958
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-05-11 03:00:00,2117,107,1106
Malta,Malta,2020-05-11 03:00:00,496,5,433
Albania,Albania,2020-05-11 03:00:00,868,31,650
Brunei,Brunei,2020-05-11 03:00:00,141,1,134
Cambodia,Cambodia,2020-05-11 03:00:00,122,0,120
Sri Lanka,Sri Lanka,2020-05-11 03:00:00,863,9,321
Tunisia,Tunisia,2020-05-11 03:00:00,1032,45,700
Burkina Faso,Burkina Faso,2020-05-11 03:00:00,751,49,577
Venezuela,Venezuela,2020-05-11 03:00:00,414,10,193
New Zealand,New Zealand,2020-05-11 03:00:00,1497,21,1386
Azerbaijan,Azerbaijan,2020-05-11 03:00:00,2519,32,1650
Kazakhstan,Kazakhstan,2020-05-11 03:00:00,5090,31,1941
Senegal,Senegal,2020-05-11 03:00:00,1709,19,650
Guadeloupe,Guadeloupe,2020-05-11 03:00:00,154,13,104
Oman,Oman,2020-05-11 03:00:00,3399,17,1117
Georgia (country),Georgia,2020-05-11 03:00:00,635,10,309
Trinidad and Tobago,Trinidad and Tobago,2020-05-11 03:00:00,116,8,107
Ukraine,Ukraine,2020-05-11 03:00:00,15232,391,3060
Reunion,Reunion,2020-05-11 03:00:00,436,0,354
Uzbekistan,Uzbekistan,2020-05-11 03:00:00,2418,10,1881
Cameroon,Cameroon,2020-05-11 03:00:00,2579,114,1465
Martinique,Martinique,2020-05-11 03:00:00,186,14,83
Liechtenstein,Liechtenstein,2020-05-11 03:00:00,82,1,55
Afghanistan,Afghanistan,2020-05-11 03:00:00,4402,120,558
Palestine,Palestine,2020-05-10 18:00:00,375,2,263
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-05-11 03:00:00,991,41,136
Bangladesh,Bangladesh,2020-05-11 03:00:00,14657,228,2650
Nigeria,Nigeria,2020-05-11 03:00:00,4399,143,778
Honduras,Honduras,2020-05-11 03:00:00,1972,108,203
Bolivia,Bolivia,2020-05-11 03:00:00,2556,118,273
Paraguay,Paraguay,2020-05-11 03:00:00,713,10,165
Cuba,Cuba,2020-05-11 03:00:00,1766,77,1193
Ghana,Ghana,2020-05-11 03:00:00,4263,22,378
French Guiana,French Guiana,2020-05-11 03:00:00,144,1,122
Rwanda,Rwanda,2020-05-11 03:00:00,284,0,140
Guatemala,Guatemala,2020-05-11 03:00:00,1052,26,110
Jamaica,Jamaica,2020-05-11 03:00:00,502,9,90
Togo,Togo,2020-05-11 03:00:00,174,11,89
Kenya,Kenya,2020-05-11 03:00:00,672,32,239
Cote d'Ivoire,Cote d'Ivoire,2020-05-11 03:00:00,1700,21,794
Maldives,Maldives,2020-05-11 03:00:00,835,3,29
Monaco,Monaco,2020-05-11 03:00:00,96,4,82
Ethiopia,Ethiopia,2020-05-10 20:00:00,241,5,99
Mongolia,Mongolia,2020-05-11 03:00:00,42,0,14
Guyana,Guyana,2020-05-11 03:00:00,104,10,35
Seychelles,Seychelles,2020-05-11 03:00:00,11,0,10
Suriname,Suriname,2020-05-11 03:00:00,10,1,9
Gabon,Gabon,2020-05-11 03:00:00,661,8,110
French Polynesia,French Polynesia,2020-05-11 03:00:00,60,0,56
Namibia,Namibia,2020-05-11 03:00:00,16,0,11
Bhutan,Bhutan,2020-05-11 03:00:00,7,0,5
Saint Lucia,Saint Lucia,2020-05-11 03:00:00,18,0,17
Sudan,Sudan,2020-05-11 03:00:00,1365,70,149
Nepal,Nepal,2020-05-11 03:00:00,110,0,31
Guinea,Guinea,2020-05-11 03:00:00,2146,11,714
Aruba,Aruba,2020-05-11 03:00:00,101,3,89
Jersey,Jersey,2020-03-14 18:00:00,2,0,0
Mauritania,Mauritania,2020-05-11 03:00:00,8,1,6
Antigua and Barbuda,Antigua and Barbuda,2020-05-11 03:00:00,25,3,19
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2020-05-11 03:00:00,17,0,9
Curacao,Curacao,2020-05-11 03:00:00,16,1,14
Greenland,Greenland,2020-05-11 03:00:00,11,0,11
Guernsey,Guernsey,2020-03-13 13:00:00,1,0,0
Vatican City,Vatican City,2020-05-11 03:00:00,12,0,2
Cayman Islands,Cayman Islands,2020-05-11 03:00:00,81,1,41
India,India,2020-05-10 20:00:00,67161,2212,20969
Canada,Canada,2020-05-10 23:00:00,68848,4871,28171
Italy,Italy,2020-05-10 20:00:00,219070,30560,105186
South Korea,South Korea,2020-05-10 12:00:00,10874,256,9610
Austria,Austria,2020-05-10 14:00:00,15786,618,13991
Belgium,Belgium,2020-05-10 14:00:00,53081,8656,13642
Greece,Greece,2020-05-10 20:00:00,2716,151,1442
Chile,Chile,2020-05-10 17:00:00,28866,312,13112
Peru,Peru,2020-05-10 20:00:00,67307,1889,21349
Argentina,Argentina,2020-05-11 02:00:00,6034,305,1757
Brazil,Brazil,2020-05-11 00:00:00,162699,11123,64957
Colombia,Colombia,2020-05-11 00:00:00,11063,463,2705
Germany,Germany,2020-05-11 00:00:00,172657,7677,144400
New York,USA,2020-05-11 03:00:00,341881,26776,36980
New Jersey,USA,2020-05-11 03:00:00,138754,9256,3214
Massachusetts,USA,2020-05-11 03:00:00,77793,4979,8985
Illinois,USA,2020-05-11 03:00:00,77741,3406,1518
California,USA,2020-05-11 03:00:00,67875,2718,8191
Pennsylvania,USA,2020-05-11 03:00:00,59939,3806,1120
Michigan,USA,2020-05-11 03:00:00,47182,4555,22686
Florida,USA,2020-05-11 03:00:00,40596,1721,371
Texas,USA,2020-05-11 03:00:00,39258,1094,21022
Georgia,USA,2020-05-11 03:00:00,33836,1406,340
Connecticut,USA,2020-05-11 03:00:00,33554,2967,63
Maryland,USA,2020-05-11 03:00:00,32587,1644,2293
Louisiana,USA,2020-05-11 03:00:00,31600,2286,20316
Indiana,USA,2020-05-11 03:00:00,24126,1508,1691
Virginia,USA,2020-05-11 03:00:00,24081,839,3201
Ohio,USA,2020-05-11 03:00:00,24081,1341,2384
Colorado,USA,2020-05-11 03:00:00,19712,972,695
Washington,USA,2020-05-11 03:00:00,17387,932,2106
Tennessee,USA,2020-05-11 03:00:00,14985,243,7533
