name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-04-18 02:00:00,68128,4512,63494
Guangdong,Mainland China,2020-04-17 01:00:00,1577,8,1475
Henan,Mainland China,2020-04-14 01:00:00,1276,22,1254
Zhejiang,Mainland China,2020-04-17 03:00:00,1268,1,1246
Hunan,Mainland China,2020-04-02 02:00:00,1019,4,1014
Anhui,Mainland China,2020-04-09 02:00:00,991,6,984
Jiangxi,Mainland China,2020-04-10 02:00:00,937,1,936
Shandong,Mainland China,2020-04-17 01:00:00,787,7,761
Jiangsu,Mainland China,2020-04-17 02:00:00,653,0,643
Chongqing,Mainland China,2020-03-29 01:00:00,579,6,570
Sichuan,Mainland China,2020-04-16 02:00:00,560,3,552
Beijing,Mainland China,2020-04-17 03:00:00,593,8,509
Heilongjiang,Mainland China,2020-04-17 01:00:00,872,13,471
Shanghai,Mainland China,2020-04-17 07:00:00,628,7,512
Hebei,Mainland China,2020-04-17 02:00:00,328,6,316
Hong Kong,Hong Kong,2020-04-17 10:00:00,1021,4,533
Fujian,Mainland China,2020-04-17 01:00:00,354,1,334
Guangxi,Mainland China,2020-04-01 18:00:00,254,2,252
Shaanxi,Mainland China,2020-04-17 02:00:00,256,3,252
Yunnan,Mainland China,2020-04-17 00:00:00,184,2,177
Taiwan,Taiwan,2020-04-17 09:00:00,395,6,166
Hainan,Mainland China,2020-03-24 05:00:00,168,6,162
Guizhou,Mainland China,2020-03-18 02:00:00,146,2,144
Tianjin,Mainland China,2020-04-17 16:00:00,189,3,173
Gansu,Mainland China,2020-04-16 14:00:00,139,2,137
Shanxi,Mainland China,2020-04-17 00:00:00,197,0,135
Liaoning,Mainland China,2020-04-17 01:00:00,146,2,140
Jilin,Mainland China,2020-04-17 01:00:00,102,1,97
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-04-17 03:00:00,193,1,103
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
Macau,Macau,2020-04-15 15:00:00,45,0,16
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Xizang,Mainland China,2020-02-23 12:00:00,1,0,1
Yemen,Yemen,2020-04-18 00:00:00,1,0,0
Sao Tome and Principe,Sao Tome and Principe,2020-04-18 00:00:00,4,0,0
Saint Pierre and Miquelon,Saint Pierre and Miquelon,2020-04-18 00:00:00,1,0,0
South Sudan,South Sudan,2020-04-18 00:00:00,4,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-04-05 20:00:00,2,0,0
Malawi,Malawi,2020-04-17 21:00:00,17,2,0
Burundi,Burundi,2020-04-11 21:00:00,5,0,0
Sierra Leone,Sierra Leone,2020-04-18 00:00:00,26,0,0
Botswana,Botswana,2020-04-18 00:00:00,15,1,0
Anguilla,Anguilla,2020-04-02 17:00:00,3,0,0
Saint Barthelemy,Saint Barthelemy,2020-03-30 16:00:00,6,0,1
Bermuda,Bermuda,2020-04-18 00:00:00,83,5,35
Faroe Islands,Faroe Islands,2020-04-18 00:00:00,184,0,171
Gibraltar,Gibraltar,2020-04-18 00:00:00,132,0,105
Isle of Man,Isle of Man,2020-04-18 00:00:00,291,4,169
Saint Martin,Saint Martin,2020-04-18 00:00:00,35,2,13
Montserrat,Montserrat,2020-04-18 00:00:00,11,0,1
Mayotte,Mayotte,2020-04-18 00:00:00,245,4,117
New Caledonia,New Caledonia,2020-04-02 12:00:00,18,0,1
Sint Maarten,Sint Maarten,2020-04-18 00:00:00,57,9,12
Turks and Caicos Islands,Turks and Caicos Islands,2020-04-18 00:00:00,11,1,0
Republic of the Congo,Republic of the Congo,2020-04-18 00:00:00,143,6,11
Angola,Angola,2020-04-08 21:00:00,19,2,2
Benin,Benin,2020-04-10 16:00:00,35,1,5
Bahamas,Bahamas,2020-04-18 00:00:00,54,9,6
Belize,Belize,2020-04-18 00:00:00,18,2,0
Barbados,Barbados,2020-04-18 00:00:00,75,5,15
Central African Republic,Central African Republic,2020-04-18 00:00:00,12,0,4
Cabo Verde,Cabo Verde,2020-04-18 00:00:00,56,1,1
Djibouti,Djibouti,2020-04-18 00:00:00,732,2,76
Dominica,Dominica,2020-04-18 00:00:00,16,0,8
Eritrea,Eritrea,2020-04-18 00:00:00,35,0,0
Fiji,Fiji,2020-04-18 00:00:00,17,0,0
Gambia,Gambia,2020-04-18 00:00:00,9,1,2
Guinea-Bissau,Guinea-Bissau,2020-04-18 00:00:00,43,0,0
Equatorial Guinea,Equatorial Guinea,2020-04-18 00:00:00,79,0,4
Grenada,Grenada,2020-04-10 21:00:00,14,0,0
Haiti,Haiti,2020-04-18 00:00:00,43,3,0
Kyrgyzstan,Kyrgyzstan,2020-04-18 00:00:00,489,5,114
Saint Kitts and Nevis,Saint Kitts and Nevis,2020-04-18 00:00:00,14,0,0
Laos,Laos,2020-04-12 13:00:00,19,0,0
Liberia,Liberia,2020-04-18 00:00:00,76,7,7
Libya,Libya,2020-04-18 00:00:00,49,1,11
Madagascar,Madagascar,2020-04-18 00:00:00,117,0,33
Mali,Mali,2020-04-18 00:00:00,171,13,34
Montenegro,Montenegro,2020-04-18 00:00:00,303,5,55
Mozambique,Mozambique,2020-04-18 00:00:00,34,0,2
Mauritius,Mauritius,2020-04-12 17:00:00,324,9,42
Niger,Niger,2020-04-18 00:00:00,627,18,110
Nicaragua,Nicaragua,2020-04-12 02:00:00,9,1,0
Papua New Guinea,Papua New Guinea,2020-04-18 00:00:00,7,0,0
El Salvador,El Salvador,2020-04-18 00:00:00,177,7,38
Somalia,Somalia,2020-04-18 00:00:00,116,6,2
Kosovo,Kosovo,2020-04-18 00:00:00,480,12,84
Syria,Syria,2020-04-18 00:00:00,38,2,5
Chad,Chad,2020-04-18 00:00:00,27,0,5
Timor-Leste,Timor-Leste,2020-04-18 00:00:00,18,0,1
Tanzania,Tanzania,2020-04-18 00:00:00,147,5,11
Uganda,Uganda,2020-04-18 01:00:00,56,0,20
Zambia,Zambia,2020-04-18 00:00:00,52,2,30
Zimbabwe,Zimbabwe,2020-04-18 00:00:00,24,3,2
Iran,Iran,2020-04-18 00:00:00,79494,4958,54064
France,France,2020-04-17,109252,18681,34420
Switzerland,Switzerland,2020-04-18 00:00:00,27078,1327,16400
United Kingdom,United Kingdom,2020-04-17 17:00:00,109769,14607,375
Netherlands,Netherlands,2020-04-18 00:00:00,30449,3459,6
Norway,Norway,2020-04-18 00:00:00,6937,161,32
Portugal,Portugal,2020-04-18 00:00:00,19022,657,519
Sweden,Sweden,2020-04-18 00:00:00,13216,1400,550
Australia,Australia,2020-04-18 03:00:00,6522,65,3808
Denmark,Denmark,2020-04-18 00:00:00,7073,336,3389
Malaysia,Malaysia,2020-04-18 00:00:00,5251,86,2967
Israel,Israel,2020-04-18 00:00:00,12982,151,3126
Turkey,Turkey,2020-04-18 00:00:00,78546,1769,8631
Czech Republic,Czech Republic,2020-04-18 00:00:00,6549,173,1174
Japan,Japan,2020-04-18 00:00:00,9787,190,935
