name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-01-27 20:30:00,2714,100,47
Zhejiang,Mainland China,2020-01-27 20:30:00,173,0,1
Henan,Mainland China,2020-01-27 20:30:00,168,1,0
Guangdong,Mainland China,2020-01-27 20:30:00,151,0,4
Chongqing,Mainland China,2020-01-27 20:30:00,132,0,0
Anhui,Mainland China,2020-01-27 20:30:00,106,0,0
Hunan,Mainland China,2020-01-27 20:30:00,100,0,0
Sichuan,Mainland China,2020-01-27 20:30:00,90,0,0
Shandong,Mainland China,2020-01-27 20:30:00,87,0,0
Beijing,Mainland China,2020-01-27 20:30:00,80,1,2
Jiangxi,Mainland China,2020-01-27 20:30:00,72,0,2
Jiangsu,Mainland China,2020-01-27 20:30:00,70,0,1
Shanghai,Mainland China,2020-01-27 20:30:00,66,1,3
Fujian,Mainland China,2020-01-27 20:30:00,59,0,0
Guangxi,Mainland China,2020-01-27 20:30:00,51,0,0
Shaanxi,Mainland China,2020-01-27 20:30:00,35,0,0
Hainan,Mainland China,2020-01-27 20:30:00,33,1,0
Hebei,Mainland China,2020-01-27 20:30:00,33,1,0
Heilongjiang,Mainland China,2020-01-27 20:30:00,30,1,0
Liaoning,Mainland China,2020-01-27 20:30:00,27,0,0
Yunnan,Mainland China,2020-01-27 20:30:00,26,0,0
Tianjin,Mainland China,2020-01-27 20:30:00,23,0,0
Shanxi,Mainland China,2020-01-27 20:30:00,20,0,0
Gansu,Mainland China,2020-01-27 20:30:00,19,0,0
Nei Mongol,Mainland China,2020-01-27 20:30:00,11,0,0
Guizhou,Mainland China,2020-01-27 20:30:00,9,0,0
Hong Kong,Hong Kong,2020-01-27 20:30:00,8,0,0
Thailand,Thailand,2020-01-27 20:30:00,8,0,2
Ningxia,Mainland China,2020-01-27 20:30:00,7,0,0
Jilin,Mainland China,2020-01-27 20:30:00,6,0,0
Macau,Macau,2020-01-27 20:30:00,6,0,0
Qinghai,Mainland China,2020-01-27 20:30:00,6,0,0
Australia,Australia,2020-01-27 20:30:00,5,0,0
Singapore,Singapore,2020-01-27 20:30:00,5,0,0
Taiwan,Taiwan,2020-01-27 20:30:00,5,0,0
Xinjiang Uygur,Mainland China,2020-01-27 20:30:00,5,0,0
Japan,Japan,2020-01-27 20:30:00,4,0,1
Malaysia,Malaysia,2020-01-27 20:30:00,4,0,0
South Korea,South Korea,2020-01-27 20:30:00,4,0,0
France,France,2020-01-27 20:30:00,3,0,0
California,USA,2020-01-27 20:30:00,2,0,0
Vietnam,Vietnam,2020-01-27 20:30:00,2,0,0
Arizona,USA,2020-01-27 20:30:00,1,0,0
Cambodia,Cambodia,2020-01-27 20:30:00,1,0,0
Canada,Canada,2020-01-27 20:30:00,1,0,0
Germany,Germany,2020-01-27 20:30:00,1,0,0
Illinois,USA,2020-01-27 20:30:00,1,0,0
Nepal,Nepal,2020-01-27 20:30:00,1,0,0
Sri Lanka,Sri Lanka,2020-01-27 20:30:00,1,0,0
Washington,USA,2020-01-27 20:30:00,1,0,0
