name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-02-23 03:00:00,64287,2495,16738
Guangdong,Mainland China,2020-02-24 02:00:00,1345,6,772
Henan,Mainland China,2020-02-24 02:00:00,1271,19,930
Zhejiang,Mainland China,2020-02-24 02:00:00,1205,1,765
Hunan,Mainland China,2020-02-24 02:00:00,1016,4,721
Anhui,Mainland China,2020-02-24 02:00:00,989,6,692
Jiangxi,Mainland China,2020-02-24 02:00:00,934,1,645
Shandong,Mainland China,2020-02-24 02:00:00,755,4,325
Jiangsu,Mainland China,2020-02-24 02:00:00,631,0,427
Chongqing,Mainland China,2020-02-24 02:00:00,575,6,335
Sichuan,Mainland China,2020-02-24 02:00:00,527,3,263
Heilongjiang,Mainland China,2020-02-24 02:00:00,480,12,224
Beijing,Mainland China,2020-02-24 02:00:00,399,4,198
Shanghai,Mainland China,2020-02-23 15:00:00,335,3,249
Hebei,Mainland China,2020-02-24 02:00:00,311,6,221
Fujian,Mainland China,2020-02-24 02:00:00,293,1,174
Guangxi,Mainland China,2020-02-24 02:00:00,251,2,107
Shaanxi,Mainland China,2020-02-24 02:00:00,245,1,162
Yunnan,Mainland China,2020-02-23 15:00:00,174,2,115
Hainan,Mainland China,2020-02-24 02:00:00,168,5,106
Guizhou,Mainland China,2020-02-24 02:00:00,146,2,102
Tianjin,Mainland China,2020-02-23 15:00:00,135,3,81
Shanxi,Mainland China,2020-02-24 02:00:00,132,0,88
Liaoning,Mainland China,2020-02-24 02:00:00,121,1,73
Gansu,Mainland China,2020-02-23 15:00:00,91,2,78
Jilin,Mainland China,2020-02-24 02:00:00,93,1,54
Xinjiang Uygur,Mainland China,2020-02-23 15:00:00,76,2,28
Nei Mongol,Mainland China,2020-02-24 02:00:00,75,0,30
Hong Kong,Hong Kong,2020-02-23 15:00:00,74,2,11
Ningxia,Mainland China,2020-02-24 02:00:00,71,0,57
Taiwan,Taiwan,2020-02-23 15:00:00,28,1,2
Qinghai,Mainland China,2020-02-21 03:00:00,18,0,18
Macau,Macau,2020-02-20 03:00:00,10,0,6
Xizang,Mainland China,2020-02-12 06:43:02,1,0,1
Others,Japan (Diamond Princess),2020-02-24 02:00:00,691,3,0
Japan,Japan,2020-02-24 02:00:00,147,1,22
South Korea,South Korea,2020-02-24 02:00:00,763,7,12
Italy,Italy,2020-02-24 02:00:00,157,3,2
Singapore,Singapore,2020-02-24 02:00:00,89,0,51
Iran,Iran,2020-02-23 15:00:00,43,8,0
Thailand,Thailand,2020-02-21 15:00:00,35,0,17
Malaysia,Malaysia,2020-02-19 15:00:00,22,0,15
Australia,Australia,2020-02-22 16:00:00,22,0,11
Vietnam,Vietnam,2020-02-21 15:00:00,16,0,15
Germany,Germany,2020-02-24 02:00:00,16,0,14
United Kingdom,United Kingdom,2020-02-24 02:00:00,13,0,8
United Arab Emirates,United Arab Emirates,2020-02-22 16:00:00,13,0,4
France,France,2020-02-16 03:25:00,12,1,4
Canada,Canada,2020-02-24 03:00:00,9,0,4
Philippines,Philippines,2020-02-12 07:43:02,3,1,1
India,India,2020-02-18 15:00:00,3,0,3
Russia,Russia,2020-02-12 14:43:03,2,0,2
Spain,Spain,2020-02-09 20:33:03,2,0,0
Belgium,Belgium,2020-02-18 15:00:00,1,0,1
Cambodia,Cambodia,2020-02-12 07:43:02,1,0,1
Finland,Finland,2020-02-12 00:03:12,1,0,1
Nepal,Nepal,2020-02-12 14:43:03,1,0,1
Sri Lanka,Sri Lanka,2020-02-08 03:43:03,1,0,1
Sweden,Sweden,2020-02-01 02:13:26,1,0,0
Egypt,Egypt,2020-02-14 21:00:00,1,0,0
Israel,Israel,2020-02-21 15:00:00,1,0,0
Lebanon,Lebanon,2020-02-21 15:00:00,1,0,0
Unknown location US,USA (all are repatriated cases),2020-02-23 20:00:00,18,0,0
California,USA,2020-02-22 03:00:00,10,0,2
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
