name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-05-16 03:00:00,68134,4512,63616
Guangdong,Mainland China,2020-05-16 03:00:00,1589,8,1579
Henan,Mainland China,2020-05-16 03:00:00,1276,22,1254
Zhejiang,Mainland China,2020-05-16 03:00:00,1268,1,1267
Hong Kong,Hong Kong,2020-05-16 03:00:00,1052,4,1019
Hunan,Mainland China,2020-05-16 03:00:00,1019,4,1015
Anhui,Mainland China,2020-05-16 03:00:00,991,6,985
Jiangxi,Mainland China,2020-05-16 03:00:00,937,1,936
Heilongjiang,Mainland China,2020-05-16 03:00:00,945,13,931
Shandong,Mainland China,2020-05-16 03:00:00,788,7,780
Jiangsu,Mainland China,2020-05-16 03:00:00,653,0,653
Chongqing,Mainland China,2020-05-16 03:00:00,579,6,573
Beijing,Mainland China,2020-05-16 03:00:00,593,9,576
Shanghai,Mainland China,2020-05-16 03:00:00,665,7,640
Sichuan,Mainland China,2020-05-16 03:00:00,561,3,558
Taiwan,Taiwan,2020-05-16 03:00:00,440,7,387
Fujian,Mainland China,2020-05-16 03:00:00,356,1,355
Hebei,Mainland China,2020-05-16 03:00:00,328,6,321
Shaanxi,Mainland China,2020-05-16 03:00:00,308,3,301
Guangxi,Mainland China,2020-05-16 03:00:00,254,2,252
Nei Mongol,Mainland China,2020-05-16 03:00:00,209,1,196
Shanxi,Mainland China,2020-05-16 03:00:00,198,0,198
Tianjin,Mainland China,2020-05-16 03:00:00,191,3,187
Yunnan,Mainland China,2020-05-16 03:00:00,185,2,183
Hainan,Mainland China,2020-05-16 03:00:00,169,6,162
Guizhou,Mainland China,2020-05-16 03:00:00,147,2,145
Liaoning,Mainland China,2020-05-16 03:00:00,149,2,144
Gansu,Mainland China,2020-05-16 03:00:00,139,2,137
Jilin,Mainland China,2020-05-16 03:00:00,140,1,108
Xinjiang Uygur,Mainland China,2020-05-16 03:00:00,76,3,73
Ningxia,Mainland China,2020-05-16 03:00:00,75,0,75
Macau,Macau,2020-05-16 03:00:00,45,0,43
Qinghai,Mainland China,2020-05-16 03:00:00,18,0,18
Xizang,Mainland China,2020-05-16 03:00:00,1,0,1
Comoros,Comoros,2020-05-16 03:00:00,11,1,3
