name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-03-03 03:00:00,67217,2834,36167
Guangdong,Mainland China,2020-03-03 03:00:00,1350,7,1081
Henan,Mainland China,2020-03-03 03:00:00,1272,22,1223
Zhejiang,Mainland China,2020-03-03 03:00:00,1213,1,1086
Hunan,Mainland China,2020-03-03 03:00:00,1018,4,892
Anhui,Mainland China,2020-03-03 03:00:00,990,6,941
Jiangxi,Mainland China,2020-03-03 03:00:00,935,1,870
Shandong,Mainland China,2020-03-03 03:00:00,758,6,459
Jiangsu,Mainland China,2020-03-03 03:00:00,631,0,555
Chongqing,Mainland China,2020-03-03 03:00:00,576,6,469
Sichuan,Mainland China,2020-03-03 03:00:00,538,3,389
Heilongjiang,Mainland China,2020-03-03 03:00:00,480,13,358
Beijing,Mainland China,2020-03-03 03:00:00,414,8,288
Shanghai,Mainland China,2020-03-03 03:00:00,338,3,292
Hebei,Mainland China,2020-03-03 03:00:00,318,6,297
Fujian,Mainland China,2020-03-03 03:00:00,296,1,255
Guangxi,Mainland China,2020-03-03 03:00:00,252,2,202
Shaanxi,Mainland China,2020-03-03 03:00:00,245,1,216
Yunnan,Mainland China,2020-03-02 03:00:00,174,2,168
Hainan,Mainland China,2020-03-02 03:00:00,168,5,151
Guizhou,Mainland China,2020-03-02 03:00:00,146,2,114
Tianjin,Mainland China,2020-03-03 02:00:00,136,3,118
Shanxi,Mainland China,2020-03-03 03:00:00,133,0,119
Liaoning,Mainland China,2020-03-03 03:00:00,125,1,103
Hong Kong,Hong Kong,2020-03-03 03:00:00,100,2,36
Jilin,Mainland China,2020-03-03 03:00:00,93,1,83
Gansu,Mainland China,2020-03-03 16:00:00,91,2,85
Xinjiang Uygur,Mainland China,2020-03-03 03:00:00,76,3,67
Nei Mongol,Mainland China,2020-03-03 03:00:00,75,0,54
Ningxia,Mainland China,2020-03-02 03:00:00,74,0,69
Taiwan,Taiwan,2020-03-02 03:00:00,41,1,12
Qinghai,Mainland China,2020-02-21 03:00:00,18,0,18
Macau,Macau,2020-02-28 02:00:00,10,0,8
Xizang,Mainland China,2020-02-12 06:43:02,1,0,1
South Korea,South Korea,2020-03-03 02:00:00,4812,28,30
Italy,Italy,2020-03-02 19:22:00,2036,52,149
Iran,Iran,2020-03-01 19:00:00,1501,66,291
Others,Japan (Diamond Princess),2020-03-03 03:00:00,706,6,10
Japan,Japan,2020-03-02 12:00:00,274,6,32
France,France,2020-03-02 19:00:00,191,3,12
Germany,Germany,2020-03-02 23:30:00,181,0,16
Singapore,Singapore,2020-03-02 13:00:00,108,0,78
Spain,Spain,2020-03-02 13:00:00,120,0,2
Kuwait,Kuwait,2020-03-02 11:00:00,56,0,0
Thailand,Thailand,2020-03-02 11:00:00,43,1,31
Bahrain,Bahrain,2020-03-02 18:30:00,49,0,0
United Kingdom,United Kingdom,2020-03-02 14:30:00,40,0,8
Malaysia,Malaysia,2020-03-01 11:00:00,29,0,21
Australia,Australia,2020-03-03 02:00:00,31,1,15
Switzerland,Switzerland,2020-03-02 23:30:00,42,0,0
United Arab Emirates,United Arab Emirates,2020-02-29 11:30:00,21,0,5
Canada,Canada,2020-03-02 19:30:00,27,0,6
Norway,Norway,2020-03-02 18:30:00,25,0,0
Iraq,Iraq,2020-03-02 18:00:00,26,0,0
Vietnam,Vietnam,2020-02-25 14:00:00,16,0,16
Sweden,Sweden,2020-03-02 19:00:00,15,0,0
Lebanon,Lebanon,2020-03-02 19:00:00,13,0,0
Netherlands,Netherlands,2020-03-02 13:00:00,18,0,0
Israel,Israel,2020-03-01 20:00:00,10,0,2
Austria,Austria,2020-03-02 18:00:00,18,0,0
Greece,Greece,2020-03-01 15:00:00,7,0,0
Croatia,Croatia,2020-03-02 11:00:00,8,0,0
Oman,Oman,2020-02-29 11:30:00,6,0,1
Romania,Romania,2020-02-28 15:00:00,3,0,0
Philippines,Philippines,2020-02-12 07:43:02,3,1,1
Mexico,Mexico,2020-03-01 20:00:00,5,0,0
Pakistan,Pakistan,2020-02-29 19:00:00,4,0,0
India,India,2020-03-02 11:00:00,5,0,3
Finland,Finland,2020-03-03 2:00:00,7,0,1
Georgia (country),Georgia,2020-02-29 19:00:00,3,0,0
Azerbaijan,Azerbaijan,2020-03-01 03:00:00,3,0,0
