name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-04-04 02:00:00,67803,3207,63762
Guangdong,Mainland China,2020-04-05 02:00:00,1524,8,1387
Henan,Mainland China,2020-03-29 02:00:00,1276,22,1251
Zhejiang,Mainland China,2020-04-05 03:00:00,1263,1,1230
Hunan,Mainland China,2020-04-02 02:00:00,1019,4,1014
Anhui,Mainland China,2020-03-09 01:00:00,990,6,984
Jiangxi,Mainland China,2020-03-29 02:00:00,937,1,934
Shandong,Mainland China,2020-04-05 02:00:00,779,7,755
Jiangsu,Mainland China,2020-04-03 04:00:00,651,0,632
Chongqing,Mainland China,2020-03-29 01:00:00,579,6,570
Sichuan,Mainland China,2020-04-05 02:00:00,558,3,539
Beijing,Mainland China,2020-04-05 02:00:00,586,8,441
Heilongjiang,Mainland China,2020-04-05 02:00:00,504,13,469
Shanghai,Mainland China,2020-04-05 07:00:00,531,6,383
Hebei,Mainland China,2020-04-05 02:00:00,327,6,310
Hong Kong,Hong Kong,2020-04-05 10:00:00,890,4,206
Fujian,Mainland China,2020-04-04 02:00:00,350,1,301
Guangxi,Mainland China,2020-04-01 18:00:00,254,2,252
Shaanxi,Mainland China,2020-04-04 02:00:00,256,3,245
Yunnan,Mainland China,2020-04-03 00:00:00,184,2,172
Taiwan,Taiwan,2020-04-05 11:00:00,363,5,50
Hainan,Mainland China,2020-03-24 05:00:00,168,6,162
Guizhou,Mainland China,2020-03-17 02:00:00,146,2,144
Tianjin,Mainland China,2020-04-03 10:00:00,180,3,140
Gansu,Mainland China,2020-03-29 15:00:00,138,2,125
Shanxi,Mainland China,2020-04-05 01:00:00,138,0,133
Liaoning,Mainland China,2020-04-05 02:00:00,142,2,126
Jilin,Mainland China,2020-03-29 01:00:00,98,1,92
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-04-02 00:00:00,117,1,74
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
Macau,Macau,2020-04-05 03:00:00,44,0,10
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Xizang,Mainland China,2020-02-12 07:00:00,1,0,1
Saint Pierre and Miquelon,Saint Pierre and Miquelon,2020-04-05 20:00:00,1,0,0
South Sudan,South Sudan,2020-04-05 11:00:00,1,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-04-05 20:00:00,2,0,0
Malawi,Malawi,2020-04-04 14:00:00,4,0,0
Burundi,Burundi,2020-04-02 17:00:00,3,0,0
Sierra Leone,Sierra Leone,2020-04-05 15:00:00,6,0,0
Botswana,Botswana,2020-04-05 20:00:00,6,1,0
Anguilla,Anguilla,2020-04-02 17:00:00,3,0,0
Saint Barthelemy,Saint Barthelemy,2020-03-30 16:00:00,6,0,1
Bermuda,Bermuda,2020-04-05 02:00:00,37,0,14
Faroe Islands,Faroe Islands,2020-04-04 11:00:00,181,0,93
Gibraltar,Gibraltar,2020-04-05 15:00:00,103,0,52
Isle of Man,Isle of Man,2020-04-05 11:00:00,127,1,0
Saint Martin,Saint Martin,2020-04-06 00:00:00,32,2,7
Montserrat,Montserrat,2020-04-04 00:00:00,6,0,0
Mayotte,Mayotte,2020-04-06 00:00:00,147,2,14
New Caledonia,New Caledonia,2020-04-02 12:00:00,18,0,1
Sint Maarten,Sint Maarten,2020-04-05 11:00:00,25,4,6
Turks and Caicos Islands,Turks and Caicos Islands,2020-04-01 15:00:00,6,0,0
Republic of the Congo,Republic of the Congo,2020-04-05 11:00:00,45,5,2
Angola,Angola,2020-04-06 00:00:00,14,2,2
Benin,Benin,2020-04-05 20:00:00,22,0,5
Bahamas,Bahamas,2020-04-06 01:00:00,29,5,4
Belize,Belize,2020-04-05 15:00:00,5,0,0
Barbados,Barbados,2020-04-05 20:00:00,56,1,6
Central African Republic,Central African Republic,2020-04-03 10:00:00,8,0,0
Cabo Verde,Cabo Verde,2020-04-04 14:00:00,7,1,0
Djibouti,Djibouti,2020-04-05 15:00:00,59,0,9
Dominica,Dominica,2020-04-04 00:00:00,14,0,0
Eritrea,Eritrea,2020-04-04 21:00:00,29,0,0
Fiji,Fiji,2020-04-04 11:00:00,12,0,0
Gambia,Gambia,2020-03-29 21:00:00,4,1,0
Guinea-Bissau,Guinea-Bissau,2020-04-04 21:00:00,18,0,0
Equatorial Guinea,Equatorial Guinea,2020-04-03 17:00:00,16,0,1
Grenada,Grenada,2020-04-03 22:00:00,12,0,0
Haiti,Haiti,2020-04-06 03:00:00,21,1,0
Kyrgyzstan,Kyrgyzstan,2020-04-05 11:00:00,147,1,9
